SA2_NAME16	EmploymentStatus	workers
Lowood	Status in employment not stated	40
Rosewood	Contributing family workers	103
Rosewood	Employee	6278
Rosewood	Owner managers of incorporated enterprises	201
Rosewood	Owner managers of unincorporated enterprises	324
Rosewood	Status in employment not stated	64
Brassall	Contributing family workers	28
Brassall	Employee	1230
Brassall	Owner managers of incorporated enterprises	63
Brassall	Owner managers of unincorporated enterprises	129
Brassall	Status in employment not stated	19
Bundamba	Contributing family workers	34
Bundamba	Employee	2916
Bundamba	Owner managers of incorporated enterprises	126
Bundamba	Owner managers of unincorporated enterprises	130
Bundamba	Status in employment not stated	34
Churchill - Yamanto	Contributing family workers	23
Churchill - Yamanto	Employee	2282
Churchill - Yamanto	Owner managers of incorporated enterprises	96
Churchill - Yamanto	Owner managers of unincorporated enterprises	99
Churchill - Yamanto	Status in employment not stated	29
Ipswich - Central	Contributing family workers	77
Ipswich - Central	Employee	10998
Ipswich - Central	Owner managers of incorporated enterprises	422
Ipswich - Central	Owner managers of unincorporated enterprises	389
Ipswich - Central	Status in employment not stated	73
Ipswich - East	Contributing family workers	56
Ipswich - East	Employee	3268
Ipswich - East	Owner managers of incorporated enterprises	164
Ipswich - East	Owner managers of unincorporated enterprises	330
Ipswich - East	Status in employment not stated	28
Ipswich - North	Contributing family workers	21
Ipswich - North	Employee	409
Ipswich - North	Owner managers of incorporated enterprises	90
Ipswich - North	Owner managers of unincorporated enterprises	93
Ipswich - North	Status in employment not stated	3
Karalee - Barellan Point	Contributing family workers	36
Karalee - Barellan Point	Employee	472
Karalee - Barellan Point	Owner managers of incorporated enterprises	92
Karalee - Barellan Point	Owner managers of unincorporated enterprises	94
Karalee - Barellan Point	Status in employment not stated	6
Karana Downs	Contributing family workers	21
Karana Downs	Employee	433
Karana Downs	Owner managers of incorporated enterprises	113
Karana Downs	Owner managers of unincorporated enterprises	163
Karana Downs	Status in employment not stated	7
Leichhardt - One Mile	Contributing family workers	14
Leichhardt - One Mile	Employee	1624
Leichhardt - One Mile	Owner managers of incorporated enterprises	55
Leichhardt - One Mile	Owner managers of unincorporated enterprises	93
Leichhardt - One Mile	Status in employment not stated	28
North Ipswich - Tivoli	Contributing family workers	17
North Ipswich - Tivoli	Employee	2558
North Ipswich - Tivoli	Owner managers of incorporated enterprises	119
North Ipswich - Tivoli	Owner managers of unincorporated enterprises	140
North Ipswich - Tivoli	Status in employment not stated	22
Raceview	Contributing family workers	34
Raceview	Employee	1775
Raceview	Owner managers of incorporated enterprises	148
Raceview	Owner managers of unincorporated enterprises	177
Raceview	Status in employment not stated	23
Ripley	Contributing family workers	13
Ripley	Employee	547
Ripley	Owner managers of incorporated enterprises	45
Ripley	Owner managers of unincorporated enterprises	88
Ripley	Status in employment not stated	11
Riverview	Contributing family workers	6
Riverview	Employee	2412
Riverview	Owner managers of incorporated enterprises	24
Riverview	Owner managers of unincorporated enterprises	42
Riverview	Status in employment not stated	16
Bellbird Park - Brookwater	Contributing family workers	44
Bellbird Park - Brookwater	Employee	1537
Bellbird Park - Brookwater	Owner managers of incorporated enterprises	193
Bellbird Park - Brookwater	Owner managers of unincorporated enterprises	215
Bellbird Park - Brookwater	Status in employment not stated	12
Camira - Gailes	Contributing family workers	16
Camira - Gailes	Employee	484
Camira - Gailes	Owner managers of incorporated enterprises	87
Camira - Gailes	Owner managers of unincorporated enterprises	167
Camira - Gailes	Status in employment not stated	5
Carole Park	Contributing family workers	18
Carole Park	Employee	4833
Carole Park	Owner managers of incorporated enterprises	142
Carole Park	Owner managers of unincorporated enterprises	52
Carole Park	Status in employment not stated	32
Collingwood Park - Redbank	Contributing family workers	21
Collingwood Park - Redbank	Employee	2520
Collingwood Park - Redbank	Owner managers of incorporated enterprises	101
Collingwood Park - Redbank	Owner managers of unincorporated enterprises	147
Collingwood Park - Redbank	Status in employment not stated	31
Goodna	Contributing family workers	29
Goodna	Employee	1964
Goodna	Owner managers of incorporated enterprises	96
Goodna	Owner managers of unincorporated enterprises	165
Goodna	Status in employment not stated	20
New Chum	Employee	113
New Chum	Owner managers of incorporated enterprises	9
New Chum	Owner managers of unincorporated enterprises	4
New Chum	Status in employment not stated	3
Redbank Plains	Contributing family workers	37
Redbank Plains	Employee	1381
Redbank Plains	Owner managers of incorporated enterprises	114
Redbank Plains	Owner managers of unincorporated enterprises	217
Redbank Plains	Status in employment not stated	22
Springfield	Contributing family workers	8
Springfield	Employee	1528
Springfield	Owner managers of incorporated enterprises	81
Springfield	Owner managers of unincorporated enterprises	132
Springfield	Status in employment not stated	10
Springfield Lakes	Contributing family workers	48
Springfield Lakes	Employee	3848
Springfield Lakes	Owner managers of incorporated enterprises	199
Springfield Lakes	Owner managers of unincorporated enterprises	250
Springfield Lakes	Status in employment not stated	19
Beaudesert	Contributing family workers	210
Beaudesert	Employee	4019
Beaudesert	Owner managers of incorporated enterprises	374
Beaudesert	Owner managers of unincorporated enterprises	460
Beaudesert	Status in employment not stated	87
Beenleigh	Contributing family workers	66
Beenleigh	Employee	5647
Beenleigh	Owner managers of incorporated enterprises	363
Beenleigh	Owner managers of unincorporated enterprises	332
Beenleigh	Status in employment not stated	57
Eagleby	Contributing family workers	23
Eagleby	Employee	970
Eagleby	Owner managers of incorporated enterprises	67
Eagleby	Owner managers of unincorporated enterprises	150
Eagleby	Status in employment not stated	16
Edens Landing - Holmview	Contributing family workers	10
Edens Landing - Holmview	Employee	785
Edens Landing - Holmview	Owner managers of incorporated enterprises	57
Edens Landing - Holmview	Owner managers of unincorporated enterprises	121
Edens Landing - Holmview	Status in employment not stated	10
Mount Warren Park	Contributing family workers	10
Mount Warren Park	Employee	781
Mount Warren Park	Owner managers of incorporated enterprises	51
Mount Warren Park	Owner managers of unincorporated enterprises	89
Mount Warren Park	Status in employment not stated	8
Wolffdene - Bahrs Scrub	Contributing family workers	21
Wolffdene - Bahrs Scrub	Employee	419
Wolffdene - Bahrs Scrub	Owner managers of incorporated enterprises	109
Wolffdene - Bahrs Scrub	Owner managers of unincorporated enterprises	122
Wolffdene - Bahrs Scrub	Status in employment not stated	4
Boronia Heights - Park Ridge	Contributing family workers	52
Boronia Heights - Park Ridge	Employee	1881
Boronia Heights - Park Ridge	Owner managers of incorporated enterprises	178
Boronia Heights - Park Ridge	Owner managers of unincorporated enterprises	233
Boronia Heights - Park Ridge	Status in employment not stated	28
Browns Plains	Contributing family workers	55
Browns Plains	Employee	4933
Browns Plains	Owner managers of incorporated enterprises	291
Browns Plains	Owner managers of unincorporated enterprises	230
Browns Plains	Status in employment not stated	56
Chambers Flat - Logan Reserve	Contributing family workers	34
Chambers Flat - Logan Reserve	Employee	293
Chambers Flat - Logan Reserve	Owner managers of incorporated enterprises	107
Chambers Flat - Logan Reserve	Owner managers of unincorporated enterprises	119
Chambers Flat - Logan Reserve	Status in employment not stated	12
Crestmead	Contributing family workers	34
Crestmead	Employee	4352
Crestmead	Owner managers of incorporated enterprises	172
Crestmead	Owner managers of unincorporated enterprises	158
Crestmead	Status in employment not stated	40
Greenbank Military Camp	Employee	8
Hillcrest	Contributing family workers	52
Hillcrest	Employee	1714
Hillcrest	Owner managers of incorporated enterprises	227
Hillcrest	Owner managers of unincorporated enterprises	186
Hillcrest	Status in employment not stated	19
Marsden	Contributing family workers	41
Marsden	Employee	1296
Marsden	Owner managers of incorporated enterprises	84
Marsden	Owner managers of unincorporated enterprises	177
Marsden	Status in employment not stated	19
Munruben - Park Ridge South	Contributing family workers	22
Munruben - Park Ridge South	Employee	190
Munruben - Park Ridge South	Owner managers of incorporated enterprises	93
Munruben - Park Ridge South	Owner managers of unincorporated enterprises	93
Munruben - Park Ridge South	Status in employment not stated	9
Regents Park - Heritage Park	Contributing family workers	38
Regents Park - Heritage Park	Employee	768
Regents Park - Heritage Park	Owner managers of incorporated enterprises	117
Regents Park - Heritage Park	Owner managers of unincorporated enterprises	228
Regents Park - Heritage Park	Status in employment not stated	10
Greenbank	Contributing family workers	96
Greenbank	Employee	1012
Greenbank	Owner managers of incorporated enterprises	251
Greenbank	Owner managers of unincorporated enterprises	292
Greenbank	Status in employment not stated	13
Jimboomba	Contributing family workers	121
Jimboomba	Employee	2526
Jimboomba	Owner managers of incorporated enterprises	421
Jimboomba	Owner managers of unincorporated enterprises	591
Jimboomba	Status in employment not stated	51
Logan Village	Contributing family workers	54
Logan Village	Employee	981
Logan Village	Owner managers of incorporated enterprises	206
Logan Village	Owner managers of unincorporated enterprises	196
Logan Village	Status in employment not stated	20
Bethania - Waterford	Contributing family workers	31
Bethania - Waterford	Employee	1640
Bethania - Waterford	Owner managers of incorporated enterprises	114
Bethania - Waterford	Owner managers of unincorporated enterprises	171
Bethania - Waterford	Status in employment not stated	19
Cornubia - Carbrook	Contributing family workers	52
Cornubia - Carbrook	Employee	1256
Cornubia - Carbrook	Owner managers of incorporated enterprises	277
Cornubia - Carbrook	Owner managers of unincorporated enterprises	200
Cornubia - Carbrook	Status in employment not stated	21
Loganholme - Tanah Merah	Contributing family workers	93
Loganholme - Tanah Merah	Employee	5401
Loganholme - Tanah Merah	Owner managers of incorporated enterprises	581
Loganholme - Tanah Merah	Owner managers of unincorporated enterprises	400
Loganholme - Tanah Merah	Status in employment not stated	53
Loganlea	Contributing family workers	37
Loganlea	Employee	6580
Loganlea	Owner managers of incorporated enterprises	242
Loganlea	Owner managers of unincorporated enterprises	206
Loganlea	Status in employment not stated	39
Shailer Park	Contributing family workers	55
Shailer Park	Employee	3571
Shailer Park	Owner managers of incorporated enterprises	295
Shailer Park	Owner managers of unincorporated enterprises	266
