LGA_NAME16	LabourForceStatus	Sex	workers
Central Coast (M) (Tas.)	Employed (away from work)	M	114
Central Coast (M) (Tas.)	Employed (full-time)	F	1014
Central Coast (M) (Tas.)	Employed (full-time)	M	1993
Central Coast (M) (Tas.)	Employed (part-time)	F	1675
Central Coast (M) (Tas.)	Employed (part-time)	M	656
Central Highlands (M) (Tas.)		F	8
Central Highlands (M) (Tas.)		M	19
Central Highlands (M) (Tas.)	Employed (away from work)	F	14
Central Highlands (M) (Tas.)	Employed (away from work)	M	19
Central Highlands (M) (Tas.)	Employed (full-time)	F	105
Central Highlands (M) (Tas.)	Employed (full-time)	M	311
Central Highlands (M) (Tas.)	Employed (part-time)	F	109
Central Highlands (M) (Tas.)	Employed (part-time)	M	85
Circular Head (M)		F	26
Circular Head (M)		M	44
Circular Head (M)	Employed (away from work)	F	92
Circular Head (M)	Employed (away from work)	M	78
Circular Head (M)	Employed (full-time)	F	648
Circular Head (M)	Employed (full-time)	M	1551
Circular Head (M)	Employed (part-time)	F	850
Circular Head (M)	Employed (part-time)	M	326
Clarence (C)		F	101
Clarence (C)		M	125
Clarence (C)	Employed (away from work)	F	353
Clarence (C)	Employed (away from work)	M	266
Clarence (C)	Employed (full-time)	F	3022
Clarence (C)	Employed (full-time)	M	5443
Clarence (C)	Employed (part-time)	F	4112
Clarence (C)	Employed (part-time)	M	1987
Derwent Valley (M)		F	29
Derwent Valley (M)		M	40
Derwent Valley (M)	Employed (away from work)	F	55
Derwent Valley (M)	Employed (away from work)	M	48
Derwent Valley (M)	Employed (full-time)	F	394
Derwent Valley (M)	Employed (full-time)	M	887
Derwent Valley (M)	Employed (part-time)	F	627
Derwent Valley (M)	Employed (part-time)	M	260
Devonport (C)		F	81
Devonport (C)		M	124
Devonport (C)	Employed (away from work)	F	322
Devonport (C)	Employed (away from work)	M	257
Devonport (C)	Employed (full-time)	F	2300
Devonport (C)	Employed (full-time)	M	4108
Devonport (C)	Employed (part-time)	F	3081
Devonport (C)	Employed (part-time)	M	1319
Dorset (M)		F	16
Dorset (M)		M	27
Dorset (M)	Employed (away from work)	F	61
Dorset (M)	Employed (away from work)	M	53
Dorset (M)	Employed (full-time)	F	383
Dorset (M)	Employed (full-time)	M	868
Dorset (M)	Employed (part-time)	F	605
Dorset (M)	Employed (part-time)	M	231
Flinders (M) (Tas.)		F	10
Flinders (M) (Tas.)		M	11
Flinders (M) (Tas.)	Employed (away from work)	F	12
Flinders (M) (Tas.)	Employed (away from work)	M	7
Flinders (M) (Tas.)	Employed (full-time)	F	76
Flinders (M) (Tas.)	Employed (full-time)	M	143
Flinders (M) (Tas.)	Employed (part-time)	F	100
Flinders (M) (Tas.)	Employed (part-time)	M	63
George Town (M)		F	21
George Town (M)		M	37
George Town (M)	Employed (away from work)	F	39
George Town (M)	Employed (away from work)	M	56
George Town (M)	Employed (full-time)	F	325
George Town (M)	Employed (full-time)	M	1282
George Town (M)	Employed (part-time)	F	439
George Town (M)	Employed (part-time)	M	265
Glamorgan/Spring Bay (M)		F	18
Glamorgan/Spring Bay (M)		M	21
Glamorgan/Spring Bay (M)	Employed (away from work)	F	50
Glamorgan/Spring Bay (M)	Employed (away from work)	M	38
Glamorgan/Spring Bay (M)	Employed (full-time)	F	254
Glamorgan/Spring Bay (M)	Employed (full-time)	M	468
Glamorgan/Spring Bay (M)	Employed (part-time)	F	396
Glamorgan/Spring Bay (M)	Employed (part-time)	M	224
Glenorchy (C)		F	135
Glenorchy (C)		M	200
Glenorchy (C)	Employed (away from work)	F	331
Glenorchy (C)	Employed (away from work)	M	321
Glenorchy (C)	Employed (full-time)	F	3284
Glenorchy (C)	Employed (full-time)	M	8176
Glenorchy (C)	Employed (part-time)	F	3950
Glenorchy (C)	Employed (part-time)	M	2313
Hobart (C)		F	302
Hobart (C)		M	342
Hobart (C)	Employed (away from work)	F	1537
Hobart (C)	Employed (away from work)	M	627
Hobart (C)	Employed (full-time)	F	13207
Hobart (C)	Employed (full-time)	M	15676
Hobart (C)	Employed (part-time)	F	13218
Hobart (C)	Employed (part-time)	M	5262
Huon Valley (M)		F	33
Huon Valley (M)		M	62
Huon Valley (M)	Employed (away from work)	F	83
Huon Valley (M)	Employed (away from work)	M	73
Huon Valley (M)	Employed (full-time)	F	717
Huon Valley (M)	Employed (full-time)	M	1517
Huon Valley (M)	Employed (part-time)	F	1163
Huon Valley (M)	Employed (part-time)	M	610
Kentish (M)		F	19
Kentish (M)		M	16
Kentish (M)	Employed (away from work)	F	42
Kentish (M)	Employed (away from work)	M	38
Kentish (M)	Employed (full-time)	F	206
Kentish (M)	Employed (full-time)	M	515
Kentish (M)	Employed (part-time)	F	347
Kentish (M)	Employed (part-time)	M	169
King Island (M)		F	6
King Island (M)		M	3
King Island (M)	Employed (away from work)	F	31
King Island (M)	Employed (away from work)	M	22
King Island (M)	Employed (full-time)	F	175
King Island (M)	Employed (full-time)	M	303
King Island (M)	Employed (part-time)	F	151
King Island (M)	Employed (part-time)	M	74
Kingborough (M)		F	48
Kingborough (M)		M	68
Kingborough (M)	Employed (away from work)	F	176
Kingborough (M)	Employed (away from work)	M	143
Kingborough (M)	Employed (full-time)	F	1338
Kingborough (M)	Employed (full-time)	M	2884
Kingborough (M)	Employed (part-time)	F	2509
Kingborough (M)	Employed (part-time)	M	1304
Latrobe (M) (Tas.)		F	33
Latrobe (M) (Tas.)		M	28
Latrobe (M) (Tas.)	Employed (away from work)	F	93
Latrobe (M) (Tas.)	Employed (away from work)	M	67
Latrobe (M) (Tas.)	Employed (full-time)	F	689
Latrobe (M) (Tas.)	Employed (full-time)	M	1086
Latrobe (M) (Tas.)	Employed (part-time)	F	984
Latrobe (M) (Tas.)	Employed (part-time)	M	367
Launceston (C)		F	262
Launceston (C)		M	311
Launceston (C)	Employed (away from work)	F	866
Launceston (C)	Employed (away from work)	M	481
Launceston (C)	Employed (full-time)	F	7636
Launceston (C)	Employed (full-time)	M	11528
Launceston (C)	Employed (part-time)	F	9408
Launceston (C)	Employed (part-time)	M	3789
Meander Valley (M)		F	50
Meander Valley (M)		M	53
Meander Valley (M)	Employed (away from work)	F	148
Meander Valley (M)	Employed (away from work)	M	88
Meander Valley (M)	Employed (full-time)	F	988
Meander Valley (M)	Employed (full-time)	M	2051
Meander Valley (M)	Employed (part-time)	F	1503
Meander Valley (M)	Employed (part-time)	M	618
Northern Midlands (M)		F	31
Northern Midlands (M)		M	40
Northern Midlands (M)	Employed (away from work)	F	86
Northern Midlands (M)	Employed (away from work)	M	92
Northern Midlands (M)	Employed (full-time)	F	718
Northern Midlands (M)	Employed (full-time)	M	2237
Northern Midlands (M)	Employed (part-time)	F	907
Northern Midlands (M)	Employed (part-time)	M	647
Sorell (M)		F	18
Sorell (M)		M	20
Sorell (M)	Employed (away from work)	F	69
Sorell (M)	Employed (away from work)	M	50
Sorell (M)	Employed (full-time)	F	413
Sorell (M)	Employed (full-time)	M	766
Sorell (M)	Employed (part-time)	F	773
Sorell (M)	Employed (part-time)	M	418
Southern Midlands (M)		F	11
Southern Midlands (M)		M	9
Southern Midlands (M)	Employed (away from work)	F	20
Southern Midlands (M)	Employed (away from work)	M	20
Southern Midlands (M)	Employed (full-time)	F	170
Southern Midlands (M)	Employed (full-time)	M	432
Southern Midlands (M)	Employed (part-time)	F	280
Southern Midlands (M)	Employed (part-time)	M	134
Tasman (M)		F	12
Tasman (M)		M	11
Tasman (M)	Employed (away from work)	F	20
Tasman (M)	Employed (away from work)	M	18
Tasman (M)	Employed (full-time)	F	125
Tasman (M)	Employed (full-time)	M	184
Tasman (M)	Employed (part-time)	F	207
Tasman (M)	Employed (part-time)	M	136
Waratah/Wynyard (M)		F	43
Waratah/Wynyard (M)		M	43
Waratah/Wynyard (M)	Employed (away from work)	F	80
Waratah/Wynyard (M)	Employed (away from work)	M	87
Waratah/Wynyard (M)	Employed (full-time)	F	606
Waratah/Wynyard (M)	Employed (full-time)	M	1556
Waratah/Wynyard (M)	Employed (part-time)	F	965
Waratah/Wynyard (M)	Employed (part-time)	M	435
West Coast (M)		F	25
West Coast (M)		M	31
West Coast (M)	Employed (away from work)	F	45
West Coast (M)	Employed (away from work)	M	65
West Coast (M)	Employed (full-time)	F	293
West Coast (M)	Employed (full-time)	M	943
West Coast (M)	Employed (part-time)	F	356
West Coast (M)	Employed (part-time)	M	154
West Tamar (M)		F	31
West Tamar (M)		M	39
West Tamar (M)	Employed (away from work)	F	120
West Tamar (M)	Employed (away from work)	M	74
West Tamar (M)	Employed (full-time)	F	652
West Tamar (M)	Employed (full-time)	M	1125
West Tamar (M)	Employed (part-time)	F	1152
West Tamar (M)	Employed (part-time)	M	563
No usual address (Tas.)		F	77
No usual address (Tas.)		M	172
No usual address (Tas.)	Employed (away from work)	F	178
No usual address (Tas.)	Employed (away from work)	M	341
No usual address (Tas.)	Employed (full-time)	F	484
No usual address (Tas.)	Employed (full-time)	M	4337
No usual address (Tas.)	Employed (part-time)	F	1611
No usual address (Tas.)	Employed (part-time)	M	1930
Migratory - Offshore - Shipping (Tas.)	Employed (away from work)	M	5
Migratory - Offshore - Shipping (Tas.)	Employed (full-time)	F	4
Migratory - Offshore - Shipping (Tas.)	Employed (full-time)	M	41
Migratory - Offshore - Shipping (Tas.)	Employed (part-time)	M	11
Alice Springs (T)		F	121
Alice Springs (T)		M	99
Alice Springs (T)	Employed (away from work)	F	286
Alice Springs (T)	Employed (away from work)	M	196
Alice Springs (T)	Employed (full-time)	F	4143
Alice Springs (T)	Employed (full-time)	M	4525
Alice Springs (T)	Employed (part-time)	F	1663
Alice Springs (T)	Employed (part-time)	M	844
Barkly (R)		F	34
Barkly (R)		M	37
Barkly (R)	Employed (away from work)	F	50
Barkly (R)	Employed (away from work)	M	44
Barkly (R)	Employed (full-time)	F	670
Barkly (R)	Employed (full-time)	M	857
Barkly (R)	Employed (part-time)	F	223
Barkly (R)	Employed (part-time)	M	187
Belyuen (S)		M	3
Belyuen (S)	Employed (full-time)	F	9
Belyuen (S)	Employed (full-time)	M	9
Belyuen (S)	Employed (part-time)	F	9
Central Desert (R)		F	10
Central Desert (R)		M	23
Central Desert (R)	Employed (away from work)	F	37
Central Desert (R)	Employed (away from work)	M	82
Central Desert (R)	Employed (full-time)	F	285
Central Desert (R)	Employed (full-time)	M	684
Central Desert (R)	Employed (part-time)	F	128
Central Desert (R)	Employed (part-time)	M	118
Coomalie (S)		F	7
Coomalie (S)		M	10
Coomalie (S)	Employed (away from work)	F	10
Coomalie (S)	Employed (away from work)	M	4
Coomalie (S)	Employed (full-time)	F	190
Coomalie (S)	Employed (full-time)	M	236
Coomalie (S)	Employed (part-time)	F	69
Coomalie (S)	Employed (part-time)	M	44
Darwin (C)		F	437
Darwin (C)		M	545
Darwin (C)	Employed (away from work)	F	1152
Darwin (C)	Employed (away from work)	M	693
Darwin (C)	Employed (full-time)	F	15379
Darwin (C)	Employed (full-time)	M	17552
Darwin (C)	Employed (part-time)	F	6729
Darwin (C)	Employed (part-time)	M	3485
East Arnhem (R)		F	65
East Arnhem (R)		M	74
East Arnhem (R)	Employed (away from work)	F	45
East Arnhem (R)	Employed (away from work)	M	95
East Arnhem (R)	Employed (full-time)	F	546
East Arnhem (R)	Employed (full-time)	M	1149
East Arnhem (R)	Employed (part-time)	F	342
East Arnhem (R)	Employed (part-time)	M	276
Katherine (T)		F	31
Katherine (T)		M	52
Katherine (T)	Employed (away from work)	F	114
Katherine (T)	Employed (away from work)	M	82
Katherine (T)	Employed (full-time)	F	1384
Katherine (T)	Employed (full-time)	M	1956
Katherine (T)	Employed (part-time)	F	492
Katherine (T)	Employed (part-time)	M	264
Litchfield (M)		F	99
Litchfield (M)		M	259
Litchfield (M)	Employed (away from work)	F	204
Litchfield (M)	Employed (away from work)	M	689
Litchfield (M)	Employed (full-time)	F	2539
Litchfield (M)	Employed (full-time)	M	9986
Litchfield (M)	Employed (part-time)	F	1025
Litchfield (M)	Employed (part-time)	M	811
MacDonnell (R)		F	36
MacDonnell (R)		M	45
MacDonnell (R)	Employed (away from work)	F	52
MacDonnell (R)	Employed (away from work)	M	54
MacDonnell (R)	Employed (full-time)	F	581
MacDonnell (R)	Employed (full-time)	M	966
MacDonnell (R)	Employed (part-time)	F	230
MacDonnell (R)	Employed (part-time)	M	174
Palmerston (C)		F	69
Palmerston (C)		M	94
Palmerston (C)	Employed (away from work)	F	169
Palmerston (C)	Employed (away from work)	M	112
Palmerston (C)	Employed (full-time)	F	2233
Palmerston (C)	Employed (full-time)	M	2669
Palmerston (C)	Employed (part-time)	F	1417
Palmerston (C)	Employed (part-time)	M	642
Roper Gulf (R)		F	71
Roper Gulf (R)		M	78
Roper Gulf (R)	Employed (away from work)	F	38
Roper Gulf (R)	Employed (away from work)	M	64
Roper Gulf (R)	Employed (full-time)	F	452
Roper Gulf (R)	Employed (full-time)	M	724
Roper Gulf (R)	Employed (part-time)	F	183
Roper Gulf (R)	Employed (part-time)	M	167
Tiwi Islands (R)		F	21
Tiwi Islands (R)		M	17
Tiwi Islands (R)	Employed (away from work)	F	13
Tiwi Islands (R)	Employed (away from work)	M	3
Tiwi Islands (R)	Employed (full-time)	F	140
Tiwi Islands (R)	Employed (full-time)	M	158
Tiwi Islands (R)	Employed (part-time)	F	107
Tiwi Islands (R)	Employed (part-time)	M	106
Victoria Daly (R)		F	19
Victoria Daly (R)		M	18
Victoria Daly (R)	Employed (away from work)	F	10
Victoria Daly (R)	Employed (away from work)	M	13
Victoria Daly (R)	Employed (full-time)	F	215
Victoria Daly (R)	Employed (full-time)	M	345
Victoria Daly (R)	Employed (part-time)	F	106
Victoria Daly (R)	Employed (part-time)	M	71
Wagait (S)	Employed (away from work)	F	3
Wagait (S)	Employed (away from work)	M	3
Wagait (S)	Employed (full-time)	F	10
Wagait (S)	Employed (full-time)	M	6
Wagait (S)	Employed (part-time)	F	11
Wagait (S)	Employed (part-time)	M	8
West Arnhem (R)		F	53
West Arnhem (R)		M	62
West Arnhem (R)	Employed (away from work)	F	34
West Arnhem (R)	Employed (away from work)	M	60
West Arnhem (R)	Employed (full-time)	F	478
West Arnhem (R)	Employed (full-time)	M	784
West Arnhem (R)	Employed (part-time)	F	168
West Arnhem (R)	Employed (part-time)	M	137
West Daly (R)		F	12
West Daly (R)		M	9
West Daly (R)	Employed (away from work)	F	13
West Daly (R)	Employed (away from work)	M	10
West Daly (R)	Employed (full-time)	F	200
West Daly (R)	Employed (full-time)	M	202
West Daly (R)	Employed (part-time)	F	55
West Daly (R)	Employed (part-time)	M	52
Unincorporated NT		F	48
Unincorporated NT		M	88
Unincorporated NT	Employed (away from work)	F	121
Unincorporated NT	Employed (away from work)	M	195
Unincorporated NT	Employed (full-time)	F	1623
Unincorporated NT	Employed (full-time)	M	3437
Unincorporated NT	Employed (part-time)	F	507
Unincorporated NT	Employed (part-time)	M	379
No usual address (NT)		F	33
No usual address (NT)		M	77
No usual address (NT)	Employed (away from work)	F	111
No usual address (NT)	Employed (away from work)	M	228
No usual address (NT)	Employed (full-time)	F	356
No usual address (NT)	Employed (full-time)	M	2060
No usual address (NT)	Employed (part-time)	F	352
No usual address (NT)	Employed (part-time)	M	468
Migratory - Offshore - Shipping (NT)		M	3
Migratory - Offshore - Shipping (NT)	Employed (away from work)	F	5
Migratory - Offshore - Shipping (NT)	Employed (away from work)	M	4
Migratory - Offshore - Shipping (NT)	Employed (full-time)	F	5
Migratory - Offshore - Shipping (NT)	Employed (full-time)	M	68
Migratory - Offshore - Shipping (NT)	Employed (part-time)	M	5
Unincorporated ACT		F	1480
Unincorporated ACT		M	1789
Unincorporated ACT	Employed (away from work)	F	6146
Unincorporated ACT	Employed (away from work)	M	3259
Unincorporated ACT	Employed (full-time)	F	64272
Unincorporated ACT	Employed (full-time)	M	84460
Unincorporated ACT	Employed (part-time)	F	38905
Unincorporated ACT	Employed (part-time)	M	20340
No usual address (ACT)		F	61
No usual address (ACT)		M	100
No usual address (ACT)	Employed (away from work)	F	157
No usual address (ACT)	Employed (away from work)	M	162
No usual address (ACT)	Employed (full-time)	F	499
No usual address (ACT)	Employed (full-time)	M	3600
No usual address (ACT)	Employed (part-time)	F	972
No usual address (ACT)	Employed (part-time)	M	1270
Unincorp. Other Territories		F	37
Unincorp. Other Territories		M	37
Unincorp. Other Territories	Employed (away from work)	F	72
Unincorp. Other Territories	Employed (away from work)	M	98
Unincorp. Other Territories	Employed (full-time)	F	632
Unincorp. Other Territories	Employed (full-time)	M	1167
Unincorp. Other Territories	Employed (part-time)	F	406
Unincorp. Other Territories	Employed (part-time)	M	245
No usual address (OT)		M	3
No usual address (OT)	Employed (away from work)	F	6
No usual address (OT)	Employed (away from work)	M	19
No usual address (OT)	Employed (full-time)	F	11
No usual address (OT)	Employed (full-time)	M	44
No usual address (OT)	Employed (part-time)	F	5
No usual address (OT)	Employed (part-time)	M	17
