LGA_NAME16	Age	workers
Robe (DC)	15-19	30
Robe (DC)	20-24	50
Robe (DC)	25-29	55
Robe (DC)	30-34	45
Robe (DC)	35-39	49
Robe (DC)	40-44	59
Robe (DC)	45-49	75
Robe (DC)	50-54	66
Robe (DC)	55-59	72
Robe (DC)	60-64	48
Robe (DC)	65-69	47
Robe (DC)	70-74	17
Robe (DC)	75+	21
Roxby Downs (M)	15-19	73
Roxby Downs (M)	20-24	196
Roxby Downs (M)	25-29	316
Roxby Downs (M)	30-34	350
Roxby Downs (M)	35-39	302
Roxby Downs (M)	40-44	253
Roxby Downs (M)	45-49	254
Roxby Downs (M)	50-54	223
Roxby Downs (M)	55-59	172
Roxby Downs (M)	60-64	64
Roxby Downs (M)	65-69	23
Roxby Downs (M)	75+	3
Salisbury (C)	15-19	2022
Salisbury (C)	20-24	4054
Salisbury (C)	25-29	4867
Salisbury (C)	30-34	5471
Salisbury (C)	35-39	4958
Salisbury (C)	40-44	5202
Salisbury (C)	45-49	5426
Salisbury (C)	50-54	5109
Salisbury (C)	55-59	4066
Salisbury (C)	60-64	2723
Salisbury (C)	65-69	1033
Salisbury (C)	70-74	251
Salisbury (C)	75+	135
Southern Mallee (DC)	15-19	55
Southern Mallee (DC)	20-24	53
Southern Mallee (DC)	25-29	93
Southern Mallee (DC)	30-34	88
Southern Mallee (DC)	35-39	87
Southern Mallee (DC)	40-44	94
Southern Mallee (DC)	45-49	92
Southern Mallee (DC)	50-54	113
Southern Mallee (DC)	55-59	126
Southern Mallee (DC)	60-64	96
Southern Mallee (DC)	65-69	52
Southern Mallee (DC)	70-74	26
Southern Mallee (DC)	75+	19
Streaky Bay (DC)	15-19	35
Streaky Bay (DC)	20-24	48
Streaky Bay (DC)	25-29	65
Streaky Bay (DC)	30-34	64
Streaky Bay (DC)	35-39	78
Streaky Bay (DC)	40-44	89
Streaky Bay (DC)	45-49	100
Streaky Bay (DC)	50-54	103
Streaky Bay (DC)	55-59	110
Streaky Bay (DC)	60-64	96
Streaky Bay (DC)	65-69	31
Streaky Bay (DC)	70-74	23
Streaky Bay (DC)	75+	17
Tatiara (DC)	15-19	218
Tatiara (DC)	20-24	247
Tatiara (DC)	25-29	281
Tatiara (DC)	30-34	306
Tatiara (DC)	35-39	320
Tatiara (DC)	40-44	354
Tatiara (DC)	45-49	407
Tatiara (DC)	50-54	371
Tatiara (DC)	55-59	338
Tatiara (DC)	60-64	301
Tatiara (DC)	65-69	164
Tatiara (DC)	70-74	67
Tatiara (DC)	75+	44
Tea Tree Gully (C)	15-19	2086
Tea Tree Gully (C)	20-24	2465
Tea Tree Gully (C)	25-29	2068
Tea Tree Gully (C)	30-34	2021
Tea Tree Gully (C)	35-39	1867
Tea Tree Gully (C)	40-44	2064
Tea Tree Gully (C)	45-49	2219
Tea Tree Gully (C)	50-54	2192
Tea Tree Gully (C)	55-59	1984
Tea Tree Gully (C)	60-64	1389
Tea Tree Gully (C)	65-69	619
Tea Tree Gully (C)	70-74	217
Tea Tree Gully (C)	75+	80
The Coorong (DC)	15-19	96
The Coorong (DC)	20-24	144
The Coorong (DC)	25-29	154
The Coorong (DC)	30-34	151
The Coorong (DC)	35-39	191
The Coorong (DC)	40-44	168
The Coorong (DC)	45-49	204
The Coorong (DC)	50-54	270
The Coorong (DC)	55-59	259
The Coorong (DC)	60-64	186
The Coorong (DC)	65-69	126
The Coorong (DC)	70-74	66
The Coorong (DC)	75+	32
Tumby Bay (DC)	15-19	35
Tumby Bay (DC)	20-24	64
Tumby Bay (DC)	25-29	54
Tumby Bay (DC)	30-34	71
Tumby Bay (DC)	35-39	71
Tumby Bay (DC)	40-44	73
Tumby Bay (DC)	45-49	103
Tumby Bay (DC)	50-54	113
Tumby Bay (DC)	55-59	129
Tumby Bay (DC)	60-64	88
Tumby Bay (DC)	65-69	50
Tumby Bay (DC)	70-74	21
Tumby Bay (DC)	75+	21
Unley (C)	15-19	778
Unley (C)	20-24	1820
Unley (C)	25-29	2056
Unley (C)	30-34	2296
Unley (C)	35-39	2014
Unley (C)	40-44	2163
Unley (C)	45-49	2144
Unley (C)	50-54	1932
Unley (C)	55-59	1822
Unley (C)	60-64	1352
Unley (C)	65-69	707
Unley (C)	70-74	192
Unley (C)	75+	105
Victor Harbor (C)	15-19	319
Victor Harbor (C)	20-24	334
Victor Harbor (C)	25-29	311
Victor Harbor (C)	30-34	354
Victor Harbor (C)	35-39	369
Victor Harbor (C)	40-44	455
Victor Harbor (C)	45-49	453
Victor Harbor (C)	50-54	521
Victor Harbor (C)	55-59	528
Victor Harbor (C)	60-64	442
Victor Harbor (C)	65-69	188
Victor Harbor (C)	70-74	76
Victor Harbor (C)	75+	44
Wakefield (DC)	15-19	124
Wakefield (DC)	20-24	222
Wakefield (DC)	25-29	237
Wakefield (DC)	30-34	242
Wakefield (DC)	35-39	237
Wakefield (DC)	40-44	243
Wakefield (DC)	45-49	276
Wakefield (DC)	50-54	331
Wakefield (DC)	55-59	288
Wakefield (DC)	60-64	265
Wakefield (DC)	65-69	126
Wakefield (DC)	70-74	63
Wakefield (DC)	75+	34
Walkerville (M)	15-19	106
Walkerville (M)	20-24	229
Walkerville (M)	25-29	252
Walkerville (M)	30-34	260
Walkerville (M)	35-39	204
Walkerville (M)	40-44	228
Walkerville (M)	45-49	243
Walkerville (M)	50-54	237
Walkerville (M)	55-59	262
Walkerville (M)	60-64	165
Walkerville (M)	65-69	117
Walkerville (M)	70-74	31
Walkerville (M)	75+	21
Wattle Range (DC)	15-19	218
Wattle Range (DC)	20-24	308
Wattle Range (DC)	25-29	297
Wattle Range (DC)	30-34	328
Wattle Range (DC)	35-39	446
Wattle Range (DC)	40-44	470
Wattle Range (DC)	45-49	596
Wattle Range (DC)	50-54	582
Wattle Range (DC)	55-59	526
Wattle Range (DC)	60-64	409
Wattle Range (DC)	65-69	233
Wattle Range (DC)	70-74	111
Wattle Range (DC)	75+	70
West Torrens (C)	15-19	1487
West Torrens (C)	20-24	3543
West Torrens (C)	25-29	4447
West Torrens (C)	30-34	4950
West Torrens (C)	35-39	4678
West Torrens (C)	40-44	4982
West Torrens (C)	45-49	5213
West Torrens (C)	50-54	5018
West Torrens (C)	55-59	4255
West Torrens (C)	60-64	2765
West Torrens (C)	65-69	1065
West Torrens (C)	70-74	335
West Torrens (C)	75+	165
Whyalla (C)	15-19	394
Whyalla (C)	20-24	675
Whyalla (C)	25-29	765
Whyalla (C)	30-34	723
Whyalla (C)	35-39	603
Whyalla (C)	40-44	799
Whyalla (C)	45-49	906
Whyalla (C)	50-54	876
Whyalla (C)	55-59	767
Whyalla (C)	60-64	420
Whyalla (C)	65-69	129
Whyalla (C)	70-74	45
Whyalla (C)	75+	22
Wudinna (DC)	15-19	22
Wudinna (DC)	20-24	50
Wudinna (DC)	25-29	40
Wudinna (DC)	30-34	68
Wudinna (DC)	35-39	62
Wudinna (DC)	40-44	67
Wudinna (DC)	45-49	68
Wudinna (DC)	50-54	66
Wudinna (DC)	55-59	72
Wudinna (DC)	60-64	60
Wudinna (DC)	65-69	39
Wudinna (DC)	70-74	15
Wudinna (DC)	75+	7
Yankalilla (DC)	15-19	84
Yankalilla (DC)	20-24	107
Yankalilla (DC)	25-29	68
Yankalilla (DC)	30-34	105
Yankalilla (DC)	35-39	100
Yankalilla (DC)	40-44	125
Yankalilla (DC)	45-49	141
Yankalilla (DC)	50-54	171
Yankalilla (DC)	55-59	197
Yankalilla (DC)	60-64	154
Yankalilla (DC)	65-69	80
Yankalilla (DC)	70-74	50
Yankalilla (DC)	75+	33
Yorke Peninsula (DC)	15-19	154
Yorke Peninsula (DC)	20-24	226
Yorke Peninsula (DC)	25-29	250
Yorke Peninsula (DC)	30-34	280
Yorke Peninsula (DC)	35-39	299
Yorke Peninsula (DC)	40-44	320
Yorke Peninsula (DC)	45-49	408
Yorke Peninsula (DC)	50-54	470
Yorke Peninsula (DC)	55-59	519
Yorke Peninsula (DC)	60-64	408
Yorke Peninsula (DC)	65-69	206
Yorke Peninsula (DC)	70-74	99
Yorke Peninsula (DC)	75+	80
Unincorporated SA	15-19	97
Unincorporated SA	20-24	377
Unincorporated SA	25-29	685
Unincorporated SA	30-34	780
Unincorporated SA	35-39	672
Unincorporated SA	40-44	717
Unincorporated SA	45-49	776
Unincorporated SA	50-54	710
Unincorporated SA	55-59	571
Unincorporated SA	60-64	295
Unincorporated SA	65-69	94
Unincorporated SA	70-74	33
Unincorporated SA	75+	21
No usual address (SA)	15-19	1086
No usual address (SA)	20-24	3144
No usual address (SA)	25-29	3556
No usual address (SA)	30-34	3437
No usual address (SA)	35-39	3157
No usual address (SA)	40-44	3675
No usual address (SA)	45-49	4075
No usual address (SA)	50-54	4135
No usual address (SA)	55-59	3712
No usual address (SA)	60-64	2598
No usual address (SA)	65-69	1166
No usual address (SA)	70-74	375
No usual address (SA)	75+	185
Migratory - Offshore - Shipping (SA)	20-24	3
Migratory - Offshore - Shipping (SA)	25-29	3
Migratory - Offshore - Shipping (SA)	30-34	4
Migratory - Offshore - Shipping (SA)	35-39	9
Migratory - Offshore - Shipping (SA)	40-44	10
Migratory - Offshore - Shipping (SA)	45-49	13
Migratory - Offshore - Shipping (SA)	50-54	12
Migratory - Offshore - Shipping (SA)	55-59	8
Migratory - Offshore - Shipping (SA)	60-64	3
Albany (C)	15-19	1024
Albany (C)	20-24	1105
Albany (C)	25-29	1174
Albany (C)	30-34	1217
Albany (C)	35-39	1291
Albany (C)	40-44	1550
Albany (C)	45-49	1797
Albany (C)	50-54	1743
Albany (C)	55-59	1734
Albany (C)	60-64	1237
Albany (C)	65-69	623
Albany (C)	70-74	194
Albany (C)	75+	129
Armadale (C)	15-19	1571
Armadale (C)	20-24	1881
Armadale (C)	25-29	1995
Armadale (C)	30-34	1938
Armadale (C)	35-39	1805
Armadale (C)	40-44	1758
Armadale (C)	45-49	1742
Armadale (C)	50-54	1607
Armadale (C)	55-59	1502
Armadale (C)	60-64	1077
Armadale (C)	65-69	496
Armadale (C)	70-74	155
Armadale (C)	75+	78
Ashburton (S)	15-19	166
Ashburton (S)	20-24	965
Ashburton (S)	25-29	3044
Ashburton (S)	30-34	3869
Ashburton (S)	35-39	3207
Ashburton (S)	40-44	3187
Ashburton (S)	45-49	3093
Ashburton (S)	50-54	2682
Ashburton (S)	55-59	1991
Ashburton (S)	60-64	956
Ashburton (S)	65-69	230
Ashburton (S)	70-74	35
Ashburton (S)	75+	9
Augusta-Margaret River (S)	15-19	347
Augusta-Margaret River (S)	20-24	336
Augusta-Margaret River (S)	25-29	455
Augusta-Margaret River (S)	30-34	621
Augusta-Margaret River (S)	35-39	643
Augusta-Margaret River (S)	40-44	688
Augusta-Margaret River (S)	45-49	665
Augusta-Margaret River (S)	50-54	598
Augusta-Margaret River (S)	55-59	645
Augusta-Margaret River (S)	60-64	469
Augusta-Margaret River (S)	65-69	219
Augusta-Margaret River (S)	70-74	96
Augusta-Margaret River (S)	75+	69
Bassendean (T)	15-19	224
Bassendean (T)	20-24	481
Bassendean (T)	25-29	615
Bassendean (T)	30-34	704
Bassendean (T)	35-39	624
Bassendean (T)	40-44	668
Bassendean (T)	45-49	733
Bassendean (T)	50-54	668
Bassendean (T)	55-59	560
Bassendean (T)	60-64	409
Bassendean (T)	65-69	188
Bassendean (T)	70-74	41
Bassendean (T)	75+	24
Bayswater (C)	15-19	1449
Bayswater (C)	20-24	2255
Bayswater (C)	25-29	2311
Bayswater (C)	30-34	2245
Bayswater (C)	35-39	1917
Bayswater (C)	40-44	1942
Bayswater (C)	45-49	2090
Bayswater (C)	50-54	1948
Bayswater (C)	55-59	1776
Bayswater (C)	60-64	1308
Bayswater (C)	65-69	672
Bayswater (C)	70-74	218
Bayswater (C)	75+	95
Belmont (C)	15-19	1055
Belmont (C)	20-24	3468
Belmont (C)	25-29	4892
Belmont (C)	30-34	5222
Belmont (C)	35-39	4621
Belmont (C)	40-44	4452
Belmont (C)	45-49	4239
Belmont (C)	50-54	3971
Belmont (C)	55-59	3174
Belmont (C)	60-64	2104
Belmont (C)	65-69	870
Belmont (C)	70-74	232
Belmont (C)	75+	100
Beverley (S)	15-19	15
Beverley (S)	20-24	26
Beverley (S)	25-29	22
Beverley (S)	30-34	42
Beverley (S)	35-39	34
Beverley (S)	40-44	52
Beverley (S)	45-49	50
Beverley (S)	50-54	63
Beverley (S)	55-59	57
Beverley (S)	60-64	61
Beverley (S)	65-69	39
Beverley (S)	70-74	19
Beverley (S)	75+	17
Boddington (S)	15-19	38
Boddington (S)	20-24	120
Boddington (S)	25-29	206
Boddington (S)	30-34	296
Boddington (S)	35-39	298
Boddington (S)	40-44	265
Boddington (S)	45-49	274
Boddington (S)	50-54	253
Boddington (S)	55-59	176
Boddington (S)	60-64	130
Boddington (S)	65-69	39
Boddington (S)	70-74	14
Boddington (S)	75+	18
Boyup Brook (S)	15-19	23
Boyup Brook (S)	20-24	15
Boyup Brook (S)	25-29	24
Boyup Brook (S)	30-34	37
Boyup Brook (S)	35-39	63
Boyup Brook (S)	40-44	83
Boyup Brook (S)	45-49	71
Boyup Brook (S)	50-54	79
Boyup Brook (S)	55-59	82
Boyup Brook (S)	60-64	61
Boyup Brook (S)	65-69	57
Boyup Brook (S)	70-74	30
Boyup Brook (S)	75+	24
Bridgetown-Greenbushes (S)	15-19	110
Bridgetown-Greenbushes (S)	20-24	73
Bridgetown-Greenbushes (S)	25-29	81
Bridgetown-Greenbushes (S)	30-34	99
Bridgetown-Greenbushes (S)	35-39	136
Bridgetown-Greenbushes (S)	40-44	182
Bridgetown-Greenbushes (S)	45-49	187
Bridgetown-Greenbushes (S)	50-54	214
Bridgetown-Greenbushes (S)	55-59	214
Bridgetown-Greenbushes (S)	60-64	203
Bridgetown-Greenbushes (S)	65-69	92
Bridgetown-Greenbushes (S)	70-74	47
Bridgetown-Greenbushes (S)	75+	24
Brookton (S)	15-19	11
Brookton (S)	20-24	36
Brookton (S)	25-29	30
Brookton (S)	30-34	24
Brookton (S)	35-39	29
Brookton (S)	40-44	32
Brookton (S)	45-49	58
Brookton (S)	50-54	52
Brookton (S)	55-59	44
Brookton (S)	60-64	35
Brookton (S)	65-69	36
Brookton (S)	70-74	24
Brookton (S)	75+	8
Broome (S)	15-19	291
Broome (S)	20-24	516
Broome (S)	25-29	871
Broome (S)	30-34	1042
Broome (S)	35-39	886
Broome (S)	40-44	858
Broome (S)	45-49	826
Broome (S)	50-54	723
Broome (S)	55-59	680
Broome (S)	60-64	467
Broome (S)	65-69	171
Broome (S)	70-74	52
Broome (S)	75+	20
Broomehill-Tambellup (S)	15-19	5
Broomehill-Tambellup (S)	20-24	16
Broomehill-Tambellup (S)	25-29	20
Broomehill-Tambellup (S)	30-34	37
Broomehill-Tambellup (S)	35-39	33
Broomehill-Tambellup (S)	40-44	38
Broomehill-Tambellup (S)	45-49	39
Broomehill-Tambellup (S)	50-54	55
Broomehill-Tambellup (S)	55-59	45
Broomehill-Tambellup (S)	60-64	32
Broomehill-Tambellup (S)	65-69	14
Broomehill-Tambellup (S)	70-74	12
Broomehill-Tambellup (S)	75+	3
Bruce Rock (S)	15-19	10
Bruce Rock (S)	20-24	23
Bruce Rock (S)	25-29	28
Bruce Rock (S)	30-34	48
Bruce Rock (S)	35-39	26
Bruce Rock (S)	40-44	44
Bruce Rock (S)	45-49	45
Bruce Rock (S)	50-54	41
Bruce Rock (S)	55-59	44
Bruce Rock (S)	60-64	39
Bruce Rock (S)	65-69	25
Bruce Rock (S)	70-74	16
Bruce Rock (S)	75+	14
Bunbury (C)	15-19	1470
Bunbury (C)	20-24	2000
Bunbury (C)	25-29	2113
Bunbury (C)	30-34	2184
Bunbury (C)	35-39	2203
Bunbury (C)	40-44	2401
Bunbury (C)	45-49	2683
Bunbury (C)	50-54	2495
Bunbury (C)	55-59	2287
Bunbury (C)	60-64	1436
Bunbury (C)	65-69	583
Bunbury (C)	70-74	172
Bunbury (C)	75+	62
Busselton (C)	15-19	928
Busselton (C)	20-24	931
Busselton (C)	25-29	1043
Busselton (C)	30-34	1255
Busselton (C)	35-39	1447
Busselton (C)	40-44	1717
Busselton (C)	45-49	1735
Busselton (C)	50-54	1514
Busselton (C)	55-59	1316
Busselton (C)	60-64	1015
Busselton (C)	65-69	492
Busselton (C)	70-74	155
Busselton (C)	75+	95
Cambridge (T)	15-19	618
Cambridge (T)	20-24	1218
Cambridge (T)	25-29	1539
Cambridge (T)	30-34	1507
Cambridge (T)	35-39	1383
Cambridge (T)	40-44	1334
Cambridge (T)	45-49	1468
Cambridge (T)	50-54	1328
Cambridge (T)	55-59	1173
Cambridge (T)	60-64	842
Cambridge (T)	65-69	434
Cambridge (T)	70-74	175
Cambridge (T)	75+	109
Canning (C)	15-19	2865
Canning (C)	20-24	5470
Canning (C)	25-29	6337
Canning (C)	30-34	6656
Canning (C)	35-39	5794
Canning (C)	40-44	5847
Canning (C)	45-49	6047
Canning (C)	50-54	5584
Canning (C)	55-59	4776
Canning (C)	60-64	3452
Canning (C)	65-69	1477
Canning (C)	70-74	419
Canning (C)	75+	163
Capel (S)	15-19	249
Capel (S)	20-24	231
Capel (S)	25-29	254
Capel (S)	30-34	329
Capel (S)	35-39	340
Capel (S)	40-44	444
Capel (S)	45-49	467
Capel (S)	50-54	410
Capel (S)	55-59	387
Capel (S)	60-64	273
Capel (S)	65-69	112
Capel (S)	70-74	47
Capel (S)	75+	24
Carnamah (S)	15-19	12
Carnamah (S)	20-24	28
Carnamah (S)	25-29	22
Carnamah (S)	30-34	29
Carnamah (S)	35-39	32
Carnamah (S)	40-44	25
Carnamah (S)	45-49	35
Carnamah (S)	50-54	29
Carnamah (S)	55-59	49
Carnamah (S)	60-64	30
Carnamah (S)	65-69	9
Carnamah (S)	70-74	10
Carnarvon (S)	15-19	93
Carnarvon (S)	20-24	191
Carnarvon (S)	25-29	316
Carnarvon (S)	30-34	286
Carnarvon (S)	35-39	276
Carnarvon (S)	40-44	304
Carnarvon (S)	45-49	328
Carnarvon (S)	50-54	304
Carnarvon (S)	55-59	258
Carnarvon (S)	60-64	203
Carnarvon (S)	65-69	107
Carnarvon (S)	70-74	38
Carnarvon (S)	75+	27
Chapman Valley (S)	15-19	11
Chapman Valley (S)	20-24	17
Chapman Valley (S)	25-29	15
Chapman Valley (S)	30-34	32
Chapman Valley (S)	35-39	43
Chapman Valley (S)	40-44	27
Chapman Valley (S)	45-49	41
Chapman Valley (S)	50-54	33
Chapman Valley (S)	55-59	38
Chapman Valley (S)	60-64	21
Chapman Valley (S)	65-69	24
Chapman Valley (S)	70-74	19
Chapman Valley (S)	75+	9
Chittering (S)	15-19	74
Chittering (S)	20-24	79
Chittering (S)	25-29	92
Chittering (S)	30-34	113
Chittering (S)	35-39	110
Chittering (S)	40-44	174
Chittering (S)	45-49	163
Chittering (S)	50-54	164
Chittering (S)	55-59	129
Chittering (S)	60-64	120
Chittering (S)	65-69	67
Chittering (S)	70-74	51
Chittering (S)	75+	24
Claremont (T)	15-19	443
Claremont (T)	20-24	956
Claremont (T)	25-29	818
Claremont (T)	30-34	684
Claremont (T)	35-39	609
Claremont (T)	40-44	575
Claremont (T)	45-49	598
Claremont (T)	50-54	637
Claremont (T)	55-59	553
Claremont (T)	60-64	410
Claremont (T)	65-69	240
Claremont (T)	70-74	100
Claremont (T)	75+	59
Cockburn (C)	15-19	2289
Cockburn (C)	20-24	4078
Cockburn (C)	25-29	4883
Cockburn (C)	30-34	5265
Cockburn (C)	35-39	4821
Cockburn (C)	40-44	4820
Cockburn (C)	45-49	4732
Cockburn (C)	50-54	4140
Cockburn (C)	55-59	3236
Cockburn (C)	60-64	2155
Cockburn (C)	65-69	848
Cockburn (C)	70-74	284
Cockburn (C)	75+	128
Collie (S)	15-19	204
Collie (S)	20-24	312
Collie (S)	25-29	399
Collie (S)	30-34	508
Collie (S)	35-39	499
Collie (S)	40-44	555
Collie (S)	45-49	586
Collie (S)	50-54	538
Collie (S)	55-59	492
Collie (S)	60-64	262
Collie (S)	65-69	79
Collie (S)	70-74	49
Collie (S)	75+	14
Coolgardie (S)	15-19	39
Coolgardie (S)	20-24	127
Coolgardie (S)	25-29	252
Coolgardie (S)	30-34	292
Coolgardie (S)	35-39	264
Coolgardie (S)	40-44	233
Coolgardie (S)	45-49	269
Coolgardie (S)	50-54	221
Coolgardie (S)	55-59	200
Coolgardie (S)	60-64	90
Coolgardie (S)	65-69	31
Coolgardie (S)	70-74	8
Coolgardie (S)	75+	5
Coorow (S)	15-19	9
Coorow (S)	20-24	8
Coorow (S)	25-29	43
Coorow (S)	30-34	18
Coorow (S)	35-39	27
Coorow (S)	40-44	42
Coorow (S)	45-49	37
Coorow (S)	50-54	56
Coorow (S)	55-59	61
Coorow (S)	60-64	35
Coorow (S)	65-69	15
Coorow (S)	70-74	20
Coorow (S)	75+	9
Corrigin (S)	15-19	16
Corrigin (S)	20-24	32
Corrigin (S)	25-29	48
Corrigin (S)	30-34	53
Corrigin (S)	35-39	45
Corrigin (S)	40-44	48
Corrigin (S)	45-49	63
Corrigin (S)	50-54	49
Corrigin (S)	55-59	70
Corrigin (S)	60-64	59
Corrigin (S)	65-69	40
Corrigin (S)	70-74	9
Corrigin (S)	75+	8
Cottesloe (T)	15-19	166
Cottesloe (T)	20-24	343
Cottesloe (T)	25-29	329
Cottesloe (T)	30-34	315
Cottesloe (T)	35-39	244
Cottesloe (T)	40-44	206
Cottesloe (T)	45-49	292
Cottesloe (T)	50-54	213
Cottesloe (T)	55-59	214
Cottesloe (T)	60-64	186
Cottesloe (T)	65-69	99
Cottesloe (T)	70-74	58
Cottesloe (T)	75+	33
Cranbrook (S)	15-19	15
Cranbrook (S)	20-24	23
Cranbrook (S)	25-29	46
Cranbrook (S)	30-34	42
Cranbrook (S)	35-39	51
Cranbrook (S)	40-44	50
Cranbrook (S)	45-49	55
Cranbrook (S)	50-54	51
Cranbrook (S)	55-59	57
Cranbrook (S)	60-64	39
Cranbrook (S)	65-69	38
Cranbrook (S)	70-74	20
Cranbrook (S)	75+	17
Cuballing (S)	15-19	3
Cuballing (S)	20-24	8
Cuballing (S)	25-29	13
Cuballing (S)	30-34	21
Cuballing (S)	35-39	15
Cuballing (S)	40-44	25
Cuballing (S)	45-49	19
Cuballing (S)	50-54	24
Cuballing (S)	55-59	24
Cuballing (S)	60-64	18
Cuballing (S)	65-69	12
Cuballing (S)	70-74	10
Cuballing (S)	75+	4
Cue (S)	15-19	4
Cue (S)	20-24	8
Cue (S)	25-29	12
Cue (S)	30-34	11
Cue (S)	35-39	12
Cue (S)	40-44	12
Cue (S)	45-49	21
Cue (S)	50-54	16
Cue (S)	55-59	13
Cue (S)	60-64	13
Cue (S)	65-69	3
Cue (S)	70-74	3
Cunderdin (S)	15-19	17
Cunderdin (S)	20-24	53
Cunderdin (S)	25-29	60
Cunderdin (S)	30-34	52
Cunderdin (S)	35-39	62
Cunderdin (S)	40-44	71
Cunderdin (S)	45-49	61
Cunderdin (S)	50-54	59
Cunderdin (S)	55-59	83
Cunderdin (S)	60-64	45
Cunderdin (S)	65-69	38
Cunderdin (S)	70-74	12
Cunderdin (S)	75+	4
Dalwallinu (S)	15-19	17
Dalwallinu (S)	20-24	60
Dalwallinu (S)	25-29	85
Dalwallinu (S)	30-34	79
Dalwallinu (S)	35-39	82
Dalwallinu (S)	40-44	85
Dalwallinu (S)	45-49	69
Dalwallinu (S)	50-54	92
Dalwallinu (S)	55-59	76
Dalwallinu (S)	60-64	61
Dalwallinu (S)	65-69	40
Dalwallinu (S)	70-74	18
Dalwallinu (S)	75+	23
Dandaragan (S)	15-19	61
Dandaragan (S)	20-24	88
Dandaragan (S)	25-29	123
Dandaragan (S)	30-34	124
Dandaragan (S)	35-39	135
Dandaragan (S)	40-44	138
Dandaragan (S)	45-49	161
Dandaragan (S)	50-54	182
Dandaragan (S)	55-59	154
Dandaragan (S)	60-64	118
Dandaragan (S)	65-69	71
Dandaragan (S)	70-74	39
Dandaragan (S)	75+	24
Dardanup (S)	15-19	348
Dardanup (S)	20-24	248
Dardanup (S)	25-29	305
Dardanup (S)	30-34	314
Dardanup (S)	35-39	328
Dardanup (S)	40-44	345
Dardanup (S)	45-49	398
Dardanup (S)	50-54	373
Dardanup (S)	55-59	335
Dardanup (S)	60-64	224
Dardanup (S)	65-69	117
Dardanup (S)	70-74	31
Dardanup (S)	75+	44
Denmark (S)	15-19	150
Denmark (S)	20-24	73
Denmark (S)	25-29	99
Denmark (S)	30-34	109
Denmark (S)	35-39	156
Denmark (S)	40-44	183
Denmark (S)	45-49	253
Denmark (S)	50-54	227
Denmark (S)	55-59	223
Denmark (S)	60-64	198
Denmark (S)	65-69	137
Denmark (S)	70-74	60
Denmark (S)	75+	31
Derby-West Kimberley (S)	15-19	86
Derby-West Kimberley (S)	20-24	224
Derby-West Kimberley (S)	25-29	316
Derby-West Kimberley (S)	30-34	336
Derby-West Kimberley (S)	35-39	260
Derby-West Kimberley (S)	40-44	248
Derby-West Kimberley (S)	45-49	265
Derby-West Kimberley (S)	50-54	251
Derby-West Kimberley (S)	55-59	255
Derby-West Kimberley (S)	60-64	216
Derby-West Kimberley (S)	65-69	104
Derby-West Kimberley (S)	70-74	14
Derby-West Kimberley (S)	75+	13
Donnybrook-Balingup (S)	15-19	100
Donnybrook-Balingup (S)	20-24	77
Donnybrook-Balingup (S)	25-29	91
Donnybrook-Balingup (S)	30-34	119
Donnybrook-Balingup (S)	35-39	129
Donnybrook-Balingup (S)	40-44	155
Donnybrook-Balingup (S)	45-49	164
Donnybrook-Balingup (S)	50-54	187
Donnybrook-Balingup (S)	55-59	218
Donnybrook-Balingup (S)	60-64	194
Donnybrook-Balingup (S)	65-69	109
Donnybrook-Balingup (S)	70-74	62
Donnybrook-Balingup (S)	75+	27
Dowerin (S)	15-19	9
Dowerin (S)	20-24	15
Dowerin (S)	25-29	12
Dowerin (S)	30-34	34
Dowerin (S)	35-39	32
Dowerin (S)	40-44	27
Dowerin (S)	45-49	35
Dowerin (S)	50-54	29
Dowerin (S)	55-59	20
Dowerin (S)	60-64	33
Dowerin (S)	65-69	18
Dowerin (S)	70-74	8
Dowerin (S)	75+	7
Dumbleyung (S)	20-24	19
Dumbleyung (S)	25-29	29
Dumbleyung (S)	30-34	37
Dumbleyung (S)	35-39	26
Dumbleyung (S)	40-44	31
Dumbleyung (S)	45-49	29
Dumbleyung (S)	50-54	34
Dumbleyung (S)	55-59	44
Dumbleyung (S)	60-64	26
Dumbleyung (S)	65-69	26
Dumbleyung (S)	70-74	5
Dumbleyung (S)	75+	5
Dundas (S)	15-19	16
Dundas (S)	20-24	35
Dundas (S)	25-29	69
Dundas (S)	30-34	64
Dundas (S)	35-39	66
Dundas (S)	40-44	45
Dundas (S)	45-49	66
Dundas (S)	50-54	64
Dundas (S)	55-59	60
Dundas (S)	60-64	38
Dundas (S)	65-69	12
Dundas (S)	70-74	4
Dundas (S)	75+	5
East Fremantle (T)	15-19	102
East Fremantle (T)	20-24	209
East Fremantle (T)	25-29	198
East Fremantle (T)	30-34	162
East Fremantle (T)	35-39	148
East Fremantle (T)	40-44	181
East Fremantle (T)	45-49	209
East Fremantle (T)	50-54	189
East Fremantle (T)	55-59	176
East Fremantle (T)	60-64	127
East Fremantle (T)	65-69	67
East Fremantle (T)	70-74	21
East Fremantle (T)	75+	15
East Pilbara (S)	15-19	142
East Pilbara (S)	20-24	770
East Pilbara (S)	25-29	2057
East Pilbara (S)	30-34	2357
East Pilbara (S)	35-39	1903
East Pilbara (S)	40-44	1839
East Pilbara (S)	45-49	1683
East Pilbara (S)	50-54	1433
East Pilbara (S)	55-59	1090
East Pilbara (S)	60-64	543
East Pilbara (S)	65-69	161
East Pilbara (S)	70-74	41
