STE_NAME16	HoursWorked.min	IncomeTotPersonal.max	Occupation	workers
Western Australia	0	65625	Technicians and trades workers	780
Western Australia	0	78750		81
Western Australia	0	78750	Clerical and administrative workers	649
Western Australia	0	78750	Community and personal service workers	322
Western Australia	0	78750	Labourers	296
Western Australia	0	78750	Machinery operators and drivers	413
Western Australia	0	78750	Managers	378
Western Australia	0	78750	Professionals	1088
Western Australia	0	78750	Sales workers	129
Western Australia	0	78750	Technicians and trades workers	717
Western Australia	0	91875		63
Western Australia	0	91875	Clerical and administrative workers	482
Western Australia	0	91875	Community and personal service workers	338
Western Australia	0	91875	Labourers	229
Western Australia	0	91875	Machinery operators and drivers	514
Western Australia	0	91875	Managers	419
Western Australia	0	91875	Professionals	1366
Western Australia	0	91875	Sales workers	86
Western Australia	0	91875	Technicians and trades workers	666
Western Australia	0	105000		58
Western Australia	0	105000	Clerical and administrative workers	247
Western Australia	0	105000	Community and personal service workers	298
Western Australia	0	105000	Labourers	191
Western Australia	0	105000	Machinery operators and drivers	601
Western Australia	0	105000	Managers	301
Western Australia	0	105000	Professionals	1220
Western Australia	0	105000	Sales workers	48
Western Australia	0	105000	Technicians and trades workers	560
Western Australia	0	157500		88
Western Australia	0	157500	Clerical and administrative workers	293
Western Australia	0	157500	Community and personal service workers	295
Western Australia	0	157500	Labourers	449
Western Australia	0	157500	Machinery operators and drivers	1282
Western Australia	0	157500	Managers	793
Western Australia	0	157500	Professionals	1694
Western Australia	0	157500	Sales workers	82
Western Australia	0	157500	Technicians and trades workers	1589
Western Australia	0	Inf		77
Western Australia	0	Inf	Clerical and administrative workers	159
Western Australia	0	Inf	Community and personal service workers	41
Western Australia	0	Inf	Labourers	237
Western Australia	0	Inf	Machinery operators and drivers	499
Western Australia	0	Inf	Managers	681
Western Australia	0	Inf	Professionals	1067
Western Australia	0	Inf	Sales workers	31
Western Australia	0	Inf	Technicians and trades workers	1305
Western Australia	1			94
Western Australia	1		Clerical and administrative workers	201
Western Australia	1		Community and personal service workers	273
Western Australia	1		Labourers	373
Western Australia	1		Machinery operators and drivers	72
Western Australia	1		Managers	94
Western Australia	1		Professionals	163
Western Australia	1		Sales workers	408
Western Australia	1		Technicians and trades workers	153
Western Australia	1	0		88
Western Australia	1	0	Clerical and administrative workers	485
Western Australia	1	0	Community and personal service workers	348
Western Australia	1	0	Labourers	495
Western Australia	1	0	Machinery operators and drivers	87
Western Australia	1	0	Managers	209
Western Australia	1	0	Professionals	238
Western Australia	1	0	Sales workers	530
Western Australia	1	0	Technicians and trades workers	176
Western Australia	1	7875		255
Western Australia	1	7875	Clerical and administrative workers	1723
Western Australia	1	7875	Community and personal service workers	6406
Western Australia	1	7875	Labourers	7250
Western Australia	1	7875	Machinery operators and drivers	614
Western Australia	1	7875	Managers	438
Western Australia	1	7875	Professionals	1869
Western Australia	1	7875	Sales workers	12635
Western Australia	1	7875	Technicians and trades workers	1020
Western Australia	1	15750		215
Western Australia	1	15750	Clerical and administrative workers	3023
Western Australia	1	15750	Community and personal service workers	5949
Western Australia	1	15750	Labourers	5736
Western Australia	1	15750	Machinery operators and drivers	856
Western Australia	1	15750	Managers	599
Western Australia	1	15750	Professionals	2464
Western Australia	1	15750	Sales workers	7496
Western Australia	1	15750	Technicians and trades workers	1613
Western Australia	1	21000		172
Western Australia	1	21000	Clerical and administrative workers	2703
Western Australia	1	21000	Community and personal service workers	3888
Western Australia	1	21000	Labourers	3994
Western Australia	1	21000	Machinery operators and drivers	608
Western Australia	1	21000	Managers	545
Western Australia	1	21000	Professionals	2103
Western Australia	1	21000	Sales workers	3522
Western Australia	1	21000	Technicians and trades workers	1298
Western Australia	1	26250		127
Western Australia	1	26250	Clerical and administrative workers	2277
Western Australia	1	26250	Community and personal service workers	2648
Western Australia	1	26250	Labourers	2463
Western Australia	1	26250	Machinery operators and drivers	457
Western Australia	1	26250	Managers	471
Western Australia	1	26250	Professionals	2043
Western Australia	1	26250	Sales workers	1923
Western Australia	1	26250	Technicians and trades workers	1055
Western Australia	1	34125		121
Western Australia	1	34125	Clerical and administrative workers	2143
Western Australia	1	34125	Community and personal service workers	2160
Western Australia	1	34125	Labourers	1976
Western Australia	1	34125	Machinery operators and drivers	469
Western Australia	1	34125	Managers	550
Western Australia	1	34125	Professionals	2424
Western Australia	1	34125	Sales workers	1309
Western Australia	1	34125	Technicians and trades workers	1009
Western Australia	1	42000		87
Western Australia	1	42000	Clerical and administrative workers	1357
Western Australia	1	42000	Community and personal service workers	1188
Western Australia	1	42000	Labourers	1090
Western Australia	1	42000	Machinery operators and drivers	322
Western Australia	1	42000	Managers	438
Western Australia	1	42000	Professionals	2010
Western Australia	1	42000	Sales workers	599
Western Australia	1	42000	Technicians and trades workers	723
Western Australia	1	52500		73
Western Australia	1	52500	Clerical and administrative workers	1104
Western Australia	1	52500	Community and personal service workers	697
Western Australia	1	52500	Labourers	651
Western Australia	1	52500	Machinery operators and drivers	291
Western Australia	1	52500	Managers	395
Western Australia	1	52500	Professionals	1547
Western Australia	1	52500	Sales workers	383
Western Australia	1	52500	Technicians and trades workers	688
Western Australia	1	65625		71
Western Australia	1	65625	Clerical and administrative workers	900
Western Australia	1	65625	Community and personal service workers	427
Western Australia	1	65625	Labourers	433
Western Australia	1	65625	Machinery operators and drivers	242
Western Australia	1	65625	Managers	417
Western Australia	1	65625	Professionals	1256
Western Australia	1	65625	Sales workers	225
Western Australia	1	65625	Technicians and trades workers	709
Western Australia	1	78750		48
Western Australia	1	78750	Clerical and administrative workers	565
Western Australia	1	78750	Community and personal service workers	150
Western Australia	1	78750	Labourers	190
Western Australia	1	78750	Machinery operators and drivers	138
Western Australia	1	78750	Managers	317
Western Australia	1	78750	Professionals	816
Western Australia	1	78750	Sales workers	137
Western Australia	1	78750	Technicians and trades workers	367
Western Australia	1	91875		42
Western Australia	1	91875	Clerical and administrative workers	441
Western Australia	1	91875	Community and personal service workers	116
Western Australia	1	91875	Labourers	130
Western Australia	1	91875	Machinery operators and drivers	125
Western Australia	1	91875	Managers	283
Western Australia	1	91875	Professionals	756
Western Australia	1	91875	Sales workers	103
Western Australia	1	91875	Technicians and trades workers	278
Western Australia	1	105000		29
Western Australia	1	105000	Clerical and administrative workers	212
Western Australia	1	105000	Community and personal service workers	62
Western Australia	1	105000	Labourers	96
Western Australia	1	105000	Machinery operators and drivers	114
Western Australia	1	105000	Managers	187
Western Australia	1	105000	Professionals	489
Western Australia	1	105000	Sales workers	79
Western Australia	1	105000	Technicians and trades workers	177
Western Australia	1	157500		47
Western Australia	1	157500	Clerical and administrative workers	331
Western Australia	1	157500	Community and personal service workers	69
Western Australia	1	157500	Labourers	108
Western Australia	1	157500	Machinery operators and drivers	255
