STE_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
South Australia	21000	Managers			18
South Australia	21000	Managers	0		2344
South Australia	21000	Managers	1	Local	12
South Australia	21000	Managers	1	National	8
South Australia	21000	Managers	1	State territory	29
South Australia	21000	Professionals			15
South Australia	21000	Professionals	0		2223
South Australia	21000	Professionals	1	Local	12
South Australia	21000	Professionals	1	National	148
South Australia	21000	Professionals	1	State territory	318
South Australia	21000	Sales workers			22
South Australia	21000	Sales workers	0		6361
South Australia	21000	Sales workers	1	National	16
South Australia	21000	Sales workers	1	State territory	13
South Australia	21000	Technicians and trades workers			32
South Australia	21000	Technicians and trades workers	0		3526
South Australia	21000	Technicians and trades workers	1	Local	21
South Australia	21000	Technicians and trades workers	1	National	14
South Australia	21000	Technicians and trades workers	1	State territory	37
South Australia	26250				320
South Australia	26250		0		372
South Australia	26250		1	National	3
South Australia	26250		1	State territory	7
South Australia	26250	Clerical and administrative workers			19
South Australia	26250	Clerical and administrative workers	0		4735
South Australia	26250	Clerical and administrative workers	1	Local	73
South Australia	26250	Clerical and administrative workers	1	National	233
South Australia	26250	Clerical and administrative workers	1	State territory	373
South Australia	26250	Community and personal service workers			58
South Australia	26250	Community and personal service workers	0		7312
South Australia	26250	Community and personal service workers	1	Local	44
South Australia	26250	Community and personal service workers	1	National	68
South Australia	26250	Community and personal service workers	1	State territory	782
South Australia	26250	Labourers			64
South Australia	26250	Labourers	0		7892
South Australia	26250	Labourers	1	Local	43
South Australia	26250	Labourers	1	National	23
South Australia	26250	Labourers	1	State territory	145
South Australia	26250	Machinery operators and drivers			23
South Australia	26250	Machinery operators and drivers	0		1763
South Australia	26250	Machinery operators and drivers	1	Local	3
South Australia	26250	Machinery operators and drivers	1	National	9
South Australia	26250	Machinery operators and drivers	1	State territory	27
South Australia	26250	Managers			9
South Australia	26250	Managers	0		2987
South Australia	26250	Managers	1	Local	9
South Australia	26250	Managers	1	National	10
South Australia	26250	Managers	1	State territory	53
South Australia	26250	Professionals			23
South Australia	26250	Professionals	0		2751
South Australia	26250	Professionals	1	Local	23
South Australia	26250	Professionals	1	National	174
South Australia	26250	Professionals	1	State territory	476
South Australia	26250	Sales workers			16
South Australia	26250	Sales workers	0		6950
South Australia	26250	Sales workers	1	National	21
South Australia	26250	Sales workers	1	State territory	19
South Australia	26250	Technicians and trades workers			42
South Australia	26250	Technicians and trades workers	0		5378
South Australia	26250	Technicians and trades workers	1	Local	36
South Australia	26250	Technicians and trades workers	1	National	22
South Australia	26250	Technicians and trades workers	1	State territory	75
South Australia	34125				313
South Australia	34125		0		521
South Australia	34125		1	Local	7
South Australia	34125		1	National	14
South Australia	34125		1	State territory	31
South Australia	34125	Clerical and administrative workers			35
South Australia	34125	Clerical and administrative workers	0		8423
South Australia	34125	Clerical and administrative workers	1	Local	135
South Australia	34125	Clerical and administrative workers	1	National	458
South Australia	34125	Clerical and administrative workers	1	State territory	845
South Australia	34125	Community and personal service workers			54
South Australia	34125	Community and personal service workers	0		11814
South Australia	34125	Community and personal service workers	1	Local	75
South Australia	34125	Community and personal service workers	1	National	52
South Australia	34125	Community and personal service workers	1	State territory	1434
South Australia	34125	Labourers			77
South Australia	34125	Labourers	0		10741
South Australia	34125	Labourers	1	Local	47
South Australia	34125	Labourers	1	National	24
South Australia	34125	Labourers	1	State territory	253
South Australia	34125	Machinery operators and drivers			30
South Australia	34125	Machinery operators and drivers	0		3322
South Australia	34125	Machinery operators and drivers	1	Local	5
South Australia	34125	Machinery operators and drivers	1	National	18
South Australia	34125	Machinery operators and drivers	1	State territory	45
South Australia	34125	Managers			20
South Australia	34125	Managers	0		4951
South Australia	34125	Managers	1	Local	19
South Australia	34125	Managers	1	National	25
South Australia	34125	Managers	1	State territory	86
South Australia	34125	Professionals			24
South Australia	34125	Professionals	0		4579
South Australia	34125	Professionals	1	Local	41
South Australia	34125	Professionals	1	National	390
South Australia	34125	Professionals	1	State territory	1039
South Australia	34125	Sales workers			19
South Australia	34125	Sales workers	0		9102
South Australia	34125	Sales workers	1	National	56
South Australia	34125	Sales workers	1	State territory	41
South Australia	34125	Technicians and trades workers			71
South Australia	34125	Technicians and trades workers	0		8717
South Australia	34125	Technicians and trades workers	1	Local	59
South Australia	34125	Technicians and trades workers	1	National	48
South Australia	34125	Technicians and trades workers	1	State territory	158
South Australia	42000				301
South Australia	42000		0		723
South Australia	42000		1	Local	14
South Australia	42000		1	National	22
South Australia	42000		1	State territory	43
South Australia	42000	Clerical and administrative workers			39
South Australia	42000	Clerical and administrative workers	0		11012
South Australia	42000	Clerical and administrative workers	1	Local	211
South Australia	42000	Clerical and administrative workers	1	National	594
South Australia	42000	Clerical and administrative workers	1	State territory	1278
South Australia	42000	Community and personal service workers			60
South Australia	42000	Community and personal service workers	0		11800
South Australia	42000	Community and personal service workers	1	Local	65
South Australia	42000	Community and personal service workers	1	National	64
South Australia	42000	Community and personal service workers	1	State territory	1513
South Australia	42000	Labourers			79
South Australia	42000	Labourers	0		12805
South Australia	42000	Labourers	1	Local	63
South Australia	42000	Labourers	1	National	20
South Australia	42000	Labourers	1	State territory	297
South Australia	42000	Machinery operators and drivers			38
South Australia	42000	Machinery operators and drivers	0		6351
South Australia	42000	Machinery operators and drivers	1	Local	24
South Australia	42000	Machinery operators and drivers	1	National	28
South Australia	42000	Machinery operators and drivers	1	State territory	86
South Australia	42000	Managers			41
South Australia	42000	Managers	0		6822
South Australia	42000	Managers	1	Local	31
South Australia	42000	Managers	1	National	28
South Australia	42000	Managers	1	State territory	115
South Australia	42000	Professionals			26
South Australia	42000	Professionals	0		6443
South Australia	42000	Professionals	1	Local	66
South Australia	42000	Professionals	1	National	347
South Australia	42000	Professionals	1	State territory	1680
South Australia	42000	Sales workers			27
South Australia	42000	Sales workers	0		8740
South Australia	42000	Sales workers	1	Local	8
South Australia	42000	Sales workers	1	National	60
South Australia	42000	Sales workers	1	State territory	52
South Australia	42000	Technicians and trades workers			84
South Australia	42000	Technicians and trades workers	0		11816
South Australia	42000	Technicians and trades workers	1	Local	74
South Australia	42000	Technicians and trades workers	1	National	79
South Australia	42000	Technicians and trades workers	1	State territory	190
South Australia	52500				278
South Australia	52500		0		874
South Australia	52500		1	Local	18
South Australia	52500		1	National	41
South Australia	52500		1	State territory	69
South Australia	52500	Clerical and administrative workers			38
South Australia	52500	Clerical and administrative workers	0		14539
South Australia	52500	Clerical and administrative workers	1	Local	272
South Australia	52500	Clerical and administrative workers	1	National	1092
South Australia	52500	Clerical and administrative workers	1	State territory	2323
South Australia	52500	Community and personal service workers			38
South Australia	52500	Community and personal service workers	0		9928
South Australia	52500	Community and personal service workers	1	Local	87
South Australia	52500	Community and personal service workers	1	National	170
South Australia	52500	Community and personal service workers	1	State territory	1872
South Australia	52500	Labourers			77
South Australia	52500	Labourers	0		11466
South Australia	52500	Labourers	1	Local	207
South Australia	52500	Labourers	1	National	21
South Australia	52500	Labourers	1	State territory	285
South Australia	52500	Machinery operators and drivers			49
South Australia	52500	Machinery operators and drivers	0		8998
South Australia	52500	Machinery operators and drivers	1	Local	169
South Australia	52500	Machinery operators and drivers	1	National	47
South Australia	52500	Machinery operators and drivers	1	State territory	193
South Australia	52500	Managers			36
South Australia	52500	Managers	0		9937
South Australia	52500	Managers	1	Local	37
South Australia	52500	Managers	1	National	61
South Australia	52500	Managers	1	State territory	194
South Australia	52500	Professionals			44
South Australia	52500	Professionals	0		10203
South Australia	52500	Professionals	1	Local	127
