SA3_NAME16	IndustryOfEmployment	workers_born_overseas
Central Highlands (Qld)	Rental hiring and real estate services	26
Central Highlands (Qld)	Retail trade	189
Central Highlands (Qld)	Transport postal and warehousing	76
Central Highlands (Qld)	Wholesale trade	49
Rockhampton		201
Rockhampton	Accommodation and food services	542
Rockhampton	Administrative and support services	185
Rockhampton	Agriculture forestry and fishing	101
Rockhampton	Arts and recreation services	40
Rockhampton	Construction	275
Rockhampton	Education and training	587
Rockhampton	Electricity gas water and waste services	105
Rockhampton	Financial and insurance services	63
Rockhampton	Health care and social assistance	1346
Rockhampton	Information media and telecommunications	30
Rockhampton	Manufacturing	771
Rockhampton	Mining	85
Rockhampton	Other services	227
Rockhampton	Professional scientific and technical services	208
Rockhampton	Public administration and safety	320
Rockhampton	Rental hiring and real estate services	85
Rockhampton	Retail trade	460
Rockhampton	Transport postal and warehousing	281
Rockhampton	Wholesale trade	152
Biloela		46
Biloela	Accommodation and food services	70
Biloela	Administrative and support services	22
Biloela	Agriculture forestry and fishing	61
Biloela	Arts and recreation services	4
Biloela	Construction	41
Biloela	Education and training	37
Biloela	Electricity gas water and waste services	39
Biloela	Financial and insurance services	3
Biloela	Health care and social assistance	60
Biloela	Information media and telecommunications	4
Biloela	Manufacturing	215
Biloela	Mining	188
Biloela	Other services	24
Biloela	Professional scientific and technical services	19
Biloela	Public administration and safety	28
Biloela	Rental hiring and real estate services	7
Biloela	Retail trade	36
Biloela	Transport postal and warehousing	7
Biloela	Wholesale trade	39
Gladstone		218
Gladstone	Accommodation and food services	412
Gladstone	Administrative and support services	175
Gladstone	Agriculture forestry and fishing	50
Gladstone	Arts and recreation services	32
Gladstone	Construction	486
Gladstone	Education and training	327
Gladstone	Electricity gas water and waste services	113
Gladstone	Financial and insurance services	39
Gladstone	Health care and social assistance	527
Gladstone	Information media and telecommunications	18
Gladstone	Manufacturing	663
Gladstone	Mining	238
Gladstone	Other services	135
Gladstone	Professional scientific and technical services	441
Gladstone	Public administration and safety	155
Gladstone	Rental hiring and real estate services	84
Gladstone	Retail trade	329
Gladstone	Transport postal and warehousing	275
Gladstone	Wholesale trade	72
Broadbeach - Burleigh		547
Broadbeach - Burleigh	Accommodation and food services	2082
Broadbeach - Burleigh	Administrative and support services	504
Broadbeach - Burleigh	Agriculture forestry and fishing	36
Broadbeach - Burleigh	Arts and recreation services	773
Broadbeach - Burleigh	Construction	774
Broadbeach - Burleigh	Education and training	426
Broadbeach - Burleigh	Electricity gas water and waste services	31
Broadbeach - Burleigh	Financial and insurance services	251
Broadbeach - Burleigh	Health care and social assistance	760
Broadbeach - Burleigh	Information media and telecommunications	95
Broadbeach - Burleigh	Manufacturing	574
Broadbeach - Burleigh	Mining	16
Broadbeach - Burleigh	Other services	523
Broadbeach - Burleigh	Professional scientific and technical services	503
Broadbeach - Burleigh	Public administration and safety	169
Broadbeach - Burleigh	Rental hiring and real estate services	394
Broadbeach - Burleigh	Retail trade	1428
Broadbeach - Burleigh	Transport postal and warehousing	278
Broadbeach - Burleigh	Wholesale trade	297
Coolangatta		210
Coolangatta	Accommodation and food services	732
Coolangatta	Administrative and support services	170
Coolangatta	Agriculture forestry and fishing	15
Coolangatta	Arts and recreation services	97
Coolangatta	Construction	247
Coolangatta	Education and training	274
Coolangatta	Electricity gas water and waste services	9
Coolangatta	Financial and insurance services	78
Coolangatta	Health care and social assistance	919
Coolangatta	Information media and telecommunications	28
Coolangatta	Manufacturing	242
Coolangatta	Mining	7
Coolangatta	Other services	136
Coolangatta	Professional scientific and technical services	228
Coolangatta	Public administration and safety	121
Coolangatta	Rental hiring and real estate services	152
Coolangatta	Retail trade	341
Coolangatta	Transport postal and warehousing	221
Coolangatta	Wholesale trade	52
Gold Coast - North		395
Gold Coast - North	Accommodation and food services	695
Gold Coast - North	Administrative and support services	444
Gold Coast - North	Agriculture forestry and fishing	27
Gold Coast - North	Arts and recreation services	69
Gold Coast - North	Construction	503
Gold Coast - North	Education and training	338
Gold Coast - North	Electricity gas water and waste services	21
Gold Coast - North	Financial and insurance services	92
Gold Coast - North	Health care and social assistance	957
Gold Coast - North	Information media and telecommunications	54
Gold Coast - North	Manufacturing	482
Gold Coast - North	Mining	3
Gold Coast - North	Other services	304
Gold Coast - North	Professional scientific and technical services	328
Gold Coast - North	Public administration and safety	90
Gold Coast - North	Rental hiring and real estate services	249
Gold Coast - North	Retail trade	905
Gold Coast - North	Transport postal and warehousing	219
Gold Coast - North	Wholesale trade	172
Gold Coast Hinterland		70
Gold Coast Hinterland	Accommodation and food services	224
Gold Coast Hinterland	Administrative and support services	47
Gold Coast Hinterland	Agriculture forestry and fishing	78
Gold Coast Hinterland	Arts and recreation services	31
Gold Coast Hinterland	Construction	64
Gold Coast Hinterland	Education and training	109
Gold Coast Hinterland	Electricity gas water and waste services	10
Gold Coast Hinterland	Financial and insurance services	7
Gold Coast Hinterland	Health care and social assistance	100
Gold Coast Hinterland	Information media and telecommunications	13
Gold Coast Hinterland	Manufacturing	50
Gold Coast Hinterland	Mining	5
Gold Coast Hinterland	Other services	59
Gold Coast Hinterland	Professional scientific and technical services	81
Gold Coast Hinterland	Public administration and safety	76
Gold Coast Hinterland	Rental hiring and real estate services	35
Gold Coast Hinterland	Retail trade	81
Gold Coast Hinterland	Transport postal and warehousing	33
Gold Coast Hinterland	Wholesale trade	14
Mudgeeraba - Tallebudgera		100
Mudgeeraba - Tallebudgera	Accommodation and food services	123
Mudgeeraba - Tallebudgera	Administrative and support services	89
Mudgeeraba - Tallebudgera	Agriculture forestry and fishing	21
Mudgeeraba - Tallebudgera	Arts and recreation services	18
Mudgeeraba - Tallebudgera	Construction	176
Mudgeeraba - Tallebudgera	Education and training	411
Mudgeeraba - Tallebudgera	Electricity gas water and waste services	5
Mudgeeraba - Tallebudgera	Financial and insurance services	33
Mudgeeraba - Tallebudgera	Health care and social assistance	280
Mudgeeraba - Tallebudgera	Information media and telecommunications	13
Mudgeeraba - Tallebudgera	Manufacturing	49
Mudgeeraba - Tallebudgera	Mining	5
Mudgeeraba - Tallebudgera	Other services	90
Mudgeeraba - Tallebudgera	Professional scientific and technical services	158
Mudgeeraba - Tallebudgera	Public administration and safety	15
Mudgeeraba - Tallebudgera	Rental hiring and real estate services	53
Mudgeeraba - Tallebudgera	Retail trade	131
Mudgeeraba - Tallebudgera	Transport postal and warehousing	43
Mudgeeraba - Tallebudgera	Wholesale trade	36
Nerang		338
Nerang	Accommodation and food services	495
Nerang	Administrative and support services	260
Nerang	Agriculture forestry and fishing	28
Nerang	Arts and recreation services	90
Nerang	Construction	646
Nerang	Education and training	471
Nerang	Electricity gas water and waste services	54
Nerang	Financial and insurance services	104
Nerang	Health care and social assistance	542
Nerang	Information media and telecommunications	52
Nerang	Manufacturing	458
Nerang	Mining	21
Nerang	Other services	322
Nerang	Professional scientific and technical services	436
Nerang	Public administration and safety	384
Nerang	Rental hiring and real estate services	181
Nerang	Retail trade	568
Nerang	Transport postal and warehousing	187
Nerang	Wholesale trade	173
Ormeau - Oxenford		1100
Ormeau - Oxenford	Accommodation and food services	1097
Ormeau - Oxenford	Administrative and support services	564
Ormeau - Oxenford	Agriculture forestry and fishing	212
Ormeau - Oxenford	Arts and recreation services	620
Ormeau - Oxenford	Construction	2083
Ormeau - Oxenford	Education and training	997
Ormeau - Oxenford	Electricity gas water and waste services	113
Ormeau - Oxenford	Financial and insurance services	215
Ormeau - Oxenford	Health care and social assistance	1046
Ormeau - Oxenford	Information media and telecommunications	279
Ormeau - Oxenford	Manufacturing	2339
Ormeau - Oxenford	Mining	107
Ormeau - Oxenford	Other services	520
Ormeau - Oxenford	Professional scientific and technical services	690
Ormeau - Oxenford	Public administration and safety	229
Ormeau - Oxenford	Rental hiring and real estate services	413
Ormeau - Oxenford	Retail trade	1372
Ormeau - Oxenford	Transport postal and warehousing	768
Ormeau - Oxenford	Wholesale trade	642
Robina		331
Robina	Accommodation and food services	621
Robina	Administrative and support services	467
Robina	Agriculture forestry and fishing	21
Robina	Arts and recreation services	121
Robina	Construction	396
Robina	Education and training	903
Robina	Electricity gas water and waste services	12
Robina	Financial and insurance services	299
Robina	Health care and social assistance	1650
Robina	Information media and telecommunications	320
Robina	Manufacturing	162
Robina	Mining	19
Robina	Other services	262
Robina	Professional scientific and technical services	658
Robina	Public administration and safety	186
Robina	Rental hiring and real estate services	263
Robina	Retail trade	799
Robina	Transport postal and warehousing	161
Robina	Wholesale trade	130
Southport		726
Southport	Accommodation and food services	991
Southport	Administrative and support services	703
Southport	Agriculture forestry and fishing	22
Southport	Arts and recreation services	127
Southport	Construction	895
Southport	Education and training	1627
Southport	Electricity gas water and waste services	84
Southport	Financial and insurance services	413
Southport	Health care and social assistance	4031
Southport	Information media and telecommunications	113
Southport	Manufacturing	827
Southport	Mining	18
Southport	Other services	645
Southport	Professional scientific and technical services	962
Southport	Public administration and safety	465
Southport	Rental hiring and real estate services	399
Southport	Retail trade	1175
Southport	Transport postal and warehousing	762
