SA4_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
Migratory - Offshore - Shipping (Vic.)	157500	Machinery operators and drivers	0		7
Migratory - Offshore - Shipping (Vic.)	157500	Professionals	0		3
Migratory - Offshore - Shipping (Vic.)	157500	Technicians and trades workers	0		9
Migratory - Offshore - Shipping (Vic.)	Inf	Labourers	0		8
Migratory - Offshore - Shipping (Vic.)	Inf	Machinery operators and drivers	0		12
Migratory - Offshore - Shipping (Vic.)	Inf	Managers	0		6
Migratory - Offshore - Shipping (Vic.)	Inf	Professionals	0		7
Migratory - Offshore - Shipping (Vic.)	Inf	Technicians and trades workers	0		29
No usual address (Vic.)					266
No usual address (Vic.)			0		132
No usual address (Vic.)		Clerical and administrative workers			10
No usual address (Vic.)		Clerical and administrative workers	0		88
No usual address (Vic.)		Community and personal service workers			22
No usual address (Vic.)		Community and personal service workers	0		150
No usual address (Vic.)		Community and personal service workers	1	Local	13
No usual address (Vic.)		Community and personal service workers	1	State territory	10
No usual address (Vic.)		Labourers			31
No usual address (Vic.)		Labourers	0		403
No usual address (Vic.)		Labourers	1	Local	14
No usual address (Vic.)		Machinery operators and drivers			29
No usual address (Vic.)		Machinery operators and drivers	0		175
No usual address (Vic.)		Managers			9
No usual address (Vic.)		Managers	0		214
No usual address (Vic.)		Professionals			27
No usual address (Vic.)		Professionals	0		171
No usual address (Vic.)		Professionals	1	National	3
No usual address (Vic.)		Professionals	1	State territory	3
No usual address (Vic.)		Sales workers			11
No usual address (Vic.)		Sales workers	0		113
No usual address (Vic.)		Technicians and trades workers			56
No usual address (Vic.)		Technicians and trades workers	0		950
No usual address (Vic.)	0				55
No usual address (Vic.)	0		0		64
No usual address (Vic.)	0		1	State territory	3
No usual address (Vic.)	0	Clerical and administrative workers			5
No usual address (Vic.)	0	Clerical and administrative workers	0		51
No usual address (Vic.)	0	Clerical and administrative workers	1	National	25
No usual address (Vic.)	0	Community and personal service workers			3
No usual address (Vic.)	0	Community and personal service workers	0		87
No usual address (Vic.)	0	Labourers			13
No usual address (Vic.)	0	Labourers	0		204
No usual address (Vic.)	0	Machinery operators and drivers			3
No usual address (Vic.)	0	Machinery operators and drivers	0		85
No usual address (Vic.)	0	Managers			3
No usual address (Vic.)	0	Managers	0		96
No usual address (Vic.)	0	Managers	1	State territory	3
No usual address (Vic.)	0	Professionals			5
No usual address (Vic.)	0	Professionals	0		113
No usual address (Vic.)	0	Professionals	1	National	3
No usual address (Vic.)	0	Professionals	1	State territory	5
No usual address (Vic.)	0	Sales workers			7
No usual address (Vic.)	0	Sales workers	0		68
No usual address (Vic.)	0	Technicians and trades workers			8
No usual address (Vic.)	0	Technicians and trades workers	0		224
No usual address (Vic.)	7875				42
No usual address (Vic.)	7875		0		55
No usual address (Vic.)	7875		1	Local	3
No usual address (Vic.)	7875	Clerical and administrative workers			6
No usual address (Vic.)	7875	Clerical and administrative workers	0		130
No usual address (Vic.)	7875	Clerical and administrative workers	1	National	59
No usual address (Vic.)	7875	Community and personal service workers			10
No usual address (Vic.)	7875	Community and personal service workers	0		894
No usual address (Vic.)	7875	Community and personal service workers	1	Local	7
No usual address (Vic.)	7875	Community and personal service workers	1	National	4
No usual address (Vic.)	7875	Community and personal service workers	1	State territory	8
No usual address (Vic.)	7875	Labourers			18
No usual address (Vic.)	7875	Labourers	0		788
No usual address (Vic.)	7875	Labourers	1	Local	36
No usual address (Vic.)	7875	Labourers	1	State territory	4
No usual address (Vic.)	7875	Machinery operators and drivers	0		118
No usual address (Vic.)	7875	Managers			4
No usual address (Vic.)	7875	Managers	0		64
No usual address (Vic.)	7875	Professionals			12
No usual address (Vic.)	7875	Professionals	0		504
No usual address (Vic.)	7875	Professionals	1	National	20
No usual address (Vic.)	7875	Professionals	1	State territory	7
No usual address (Vic.)	7875	Sales workers			11
No usual address (Vic.)	7875	Sales workers	0		308
No usual address (Vic.)	7875	Technicians and trades workers			7
No usual address (Vic.)	7875	Technicians and trades workers	0		402
No usual address (Vic.)	7875	Technicians and trades workers	1	National	3
No usual address (Vic.)	15750				52
No usual address (Vic.)	15750		0		79
No usual address (Vic.)	15750	Clerical and administrative workers			3
No usual address (Vic.)	15750	Clerical and administrative workers	0		234
No usual address (Vic.)	15750	Clerical and administrative workers	1	Local	3
No usual address (Vic.)	15750	Clerical and administrative workers	1	National	54
No usual address (Vic.)	15750	Community and personal service workers			20
No usual address (Vic.)	15750	Community and personal service workers	0		1108
No usual address (Vic.)	15750	Community and personal service workers	1	Local	24
No usual address (Vic.)	15750	Community and personal service workers	1	National	7
No usual address (Vic.)	15750	Community and personal service workers	1	State territory	27
No usual address (Vic.)	15750	Labourers			31
No usual address (Vic.)	15750	Labourers	0		1576
No usual address (Vic.)	15750	Labourers	1	Local	65
No usual address (Vic.)	15750	Labourers	1	National	4
No usual address (Vic.)	15750	Labourers	1	State territory	3
No usual address (Vic.)	15750	Machinery operators and drivers			5
No usual address (Vic.)	15750	Machinery operators and drivers	0		333
No usual address (Vic.)	15750	Managers			4
No usual address (Vic.)	15750	Managers	0		126
No usual address (Vic.)	15750	Professionals			7
No usual address (Vic.)	15750	Professionals	0		685
No usual address (Vic.)	15750	Professionals	1	National	23
No usual address (Vic.)	15750	Professionals	1	State territory	17
No usual address (Vic.)	15750	Sales workers	0		430
No usual address (Vic.)	15750	Technicians and trades workers			16
No usual address (Vic.)	15750	Technicians and trades workers	0		970
No usual address (Vic.)	15750	Technicians and trades workers	1	National	3
No usual address (Vic.)	15750	Technicians and trades workers	1	State territory	3
No usual address (Vic.)	21000				55
No usual address (Vic.)	21000		0		80
No usual address (Vic.)	21000	Clerical and administrative workers			3
No usual address (Vic.)	21000	Clerical and administrative workers	0		230
No usual address (Vic.)	21000	Clerical and administrative workers	1	National	40
No usual address (Vic.)	21000	Clerical and administrative workers	1	State territory	3
No usual address (Vic.)	21000	Community and personal service workers			22
No usual address (Vic.)	21000	Community and personal service workers	0		1044
No usual address (Vic.)	21000	Community and personal service workers	1	Local	70
No usual address (Vic.)	21000	Community and personal service workers	1	National	12
No usual address (Vic.)	21000	Community and personal service workers	1	State territory	19
No usual address (Vic.)	21000	Labourers			19
No usual address (Vic.)	21000	Labourers	0		1843
No usual address (Vic.)	21000	Labourers	1	Local	43
No usual address (Vic.)	21000	Labourers	1	National	3
No usual address (Vic.)	21000	Labourers	1	State territory	8
No usual address (Vic.)	21000	Machinery operators and drivers			12
No usual address (Vic.)	21000	Machinery operators and drivers	0		485
No usual address (Vic.)	21000	Managers			9
No usual address (Vic.)	21000	Managers	0		220
No usual address (Vic.)	21000	Professionals			5
No usual address (Vic.)	21000	Professionals	0		582
No usual address (Vic.)	21000	Professionals	1	Local	3
No usual address (Vic.)	21000	Professionals	1	National	10
No usual address (Vic.)	21000	Professionals	1	State territory	22
No usual address (Vic.)	21000	Sales workers			11
No usual address (Vic.)	21000	Sales workers	0		403
No usual address (Vic.)	21000	Sales workers	1	State territory	4
No usual address (Vic.)	21000	Technicians and trades workers			18
No usual address (Vic.)	21000	Technicians and trades workers	0		1545
No usual address (Vic.)	21000	Technicians and trades workers	1	State territory	3
No usual address (Vic.)	26250				59
No usual address (Vic.)	26250		0		116
No usual address (Vic.)	26250	Clerical and administrative workers			8
No usual address (Vic.)	26250	Clerical and administrative workers	0		286
No usual address (Vic.)	26250	Clerical and administrative workers	1	Local	4
No usual address (Vic.)	26250	Clerical and administrative workers	1	National	36
No usual address (Vic.)	26250	Clerical and administrative workers	1	State territory	4
No usual address (Vic.)	26250	Community and personal service workers			17
No usual address (Vic.)	26250	Community and personal service workers	0		1141
No usual address (Vic.)	26250	Community and personal service workers	1	Local	113
No usual address (Vic.)	26250	Community and personal service workers	1	National	10
No usual address (Vic.)	26250	Community and personal service workers	1	State territory	34
No usual address (Vic.)	26250	Labourers			26
No usual address (Vic.)	26250	Labourers	0		2051
No usual address (Vic.)	26250	Labourers	1	Local	38
No usual address (Vic.)	26250	Labourers	1	State territory	5
No usual address (Vic.)	26250	Machinery operators and drivers			11
No usual address (Vic.)	26250	Machinery operators and drivers	0		648
No usual address (Vic.)	26250	Machinery operators and drivers	1	National	3
No usual address (Vic.)	26250	Managers			6
No usual address (Vic.)	26250	Managers	0		281
No usual address (Vic.)	26250	Professionals			4
No usual address (Vic.)	26250	Professionals	0		658
No usual address (Vic.)	26250	Professionals	1	Local	3
No usual address (Vic.)	26250	Professionals	1	National	27
